"","feature","peak","peaks","total_bp","tot_peak","subfam","fam","fam2"
"5708","LTR41C#LTR_ERVL","H3K9ac",31,525295,1025,"LTR_ERVL","LTR","LTR"
"5709","LTR41C#LTR_ERVL","H3K9me3",128,525295,1025,"LTR_ERVL","LTR","LTR"
"5710","LTR41C#LTR_ERVL","H4K20me1",154,525295,1025,"LTR_ERVL","LTR","LTR"
"5711","LTR42#LTR_ERVL","H3K27ac",17,159817,370,"LTR_ERVL","LTR","LTR"
"5712","LTR42#LTR_ERVL","H3K27me3",70,159817,370,"LTR_ERVL","LTR","LTR"
"5713","LTR42#LTR_ERVL","H3K36me3",42,159817,370,"LTR_ERVL","LTR","LTR"
"5714","LTR42#LTR_ERVL","H3K4me1",46,159817,370,"LTR_ERVL","LTR","LTR"
"5715","LTR42#LTR_ERVL","H3K4me2",25,159817,370,"LTR_ERVL","LTR","LTR"
"5716","LTR42#LTR_ERVL","H3K4me3",36,159817,370,"LTR_ERVL","LTR","LTR"
"5717","LTR42#LTR_ERVL","H3K79me2",22,159817,370,"LTR_ERVL","LTR","LTR"
"5718","LTR42#LTR_ERVL","H3K9ac",10,159817,370,"LTR_ERVL","LTR","LTR"
"5719","LTR42#LTR_ERVL","H3K9me3",50,159817,370,"LTR_ERVL","LTR","LTR"
"5720","LTR42#LTR_ERVL","H4K20me1",52,159817,370,"LTR_ERVL","LTR","LTR"
"5721","LTR43#LTR_ERV1","H3K27ac",23,235567,441,"LTR_ERV1","LTR","LTR"
"5722","LTR43#LTR_ERV1","H3K27me3",78,235567,441,"LTR_ERV1","LTR","LTR"
"5723","LTR43#LTR_ERV1","H3K36me3",27,235567,441,"LTR_ERV1","LTR","LTR"
"5724","LTR43#LTR_ERV1","H3K4me1",64,235567,441,"LTR_ERV1","LTR","LTR"
"5725","LTR43#LTR_ERV1","H3K4me2",41,235567,441,"LTR_ERV1","LTR","LTR"
"5726","LTR43#LTR_ERV1","H3K4me3",68,235567,441,"LTR_ERV1","LTR","LTR"
"5727","LTR43#LTR_ERV1","H3K79me2",8,235567,441,"LTR_ERV1","LTR","LTR"
"5728","LTR43#LTR_ERV1","H3K9ac",20,235567,441,"LTR_ERV1","LTR","LTR"
"5729","LTR43#LTR_ERV1","H3K9me3",64,235567,441,"LTR_ERV1","LTR","LTR"
"5730","LTR43#LTR_ERV1","H4K20me1",48,235567,441,"LTR_ERV1","LTR","LTR"
"5731","LTR43-int#LTR_ERV1","H3K27ac",1,131842,45,"LTR_ERV1","LTR","LTR"
"5732","LTR43-int#LTR_ERV1","H3K27me3",10,131842,45,"LTR_ERV1","LTR","LTR"
"5733","LTR43-int#LTR_ERV1","H3K36me3",4,131842,45,"LTR_ERV1","LTR","LTR"
"5734","LTR43-int#LTR_ERV1","H3K4me1",10,131842,45,"LTR_ERV1","LTR","LTR"
"5735","LTR43-int#LTR_ERV1","H3K4me2",2,131842,45,"LTR_ERV1","LTR","LTR"
"5736","LTR43-int#LTR_ERV1","H3K4me3",5,131842,45,"LTR_ERV1","LTR","LTR"
"5737","LTR43-int#LTR_ERV1","H3K79me2",2,131842,45,"LTR_ERV1","LTR","LTR"
"5738","LTR43-int#LTR_ERV1","H3K9ac",1,131842,45,"LTR_ERV1","LTR","LTR"
"5739","LTR43-int#LTR_ERV1","H3K9me3",6,131842,45,"LTR_ERV1","LTR","LTR"
"5740","LTR43-int#LTR_ERV1","H4K20me1",4,131842,45,"LTR_ERV1","LTR","LTR"
"5741","LTR43B#LTR_ERV1","H3K27ac",10,172946,275,"LTR_ERV1","LTR","LTR"
"5742","LTR43B#LTR_ERV1","H3K27me3",55,172946,275,"LTR_ERV1","LTR","LTR"
"5743","LTR43B#LTR_ERV1","H3K36me3",19,172946,275,"LTR_ERV1","LTR","LTR"
"5744","LTR43B#LTR_ERV1","H3K4me1",40,172946,275,"LTR_ERV1","LTR","LTR"
"5745","LTR43B#LTR_ERV1","H3K4me2",22,172946,275,"LTR_ERV1","LTR","LTR"
"5746","LTR43B#LTR_ERV1","H3K4me3",47,172946,275,"LTR_ERV1","LTR","LTR"
"5747","LTR43B#LTR_ERV1","H3K79me2",5,172946,275,"LTR_ERV1","LTR","LTR"
"5748","LTR43B#LTR_ERV1","H3K9ac",12,172946,275,"LTR_ERV1","LTR","LTR"
"5749","LTR43B#LTR_ERV1","H3K9me3",42,172946,275,"LTR_ERV1","LTR","LTR"
"5750","LTR43B#LTR_ERV1","H4K20me1",23,172946,275,"LTR_ERV1","LTR","LTR"
"5751","LTR44#LTR_ERV1","H3K27ac",6,94230,183,"LTR_ERV1","LTR","LTR"
"5752","LTR44#LTR_ERV1","H3K27me3",55,94230,183,"LTR_ERV1","LTR","LTR"
"5753","LTR44#LTR_ERV1","H3K36me3",16,94230,183,"LTR_ERV1","LTR","LTR"
"5754","LTR44#LTR_ERV1","H3K4me1",9,94230,183,"LTR_ERV1","LTR","LTR"
"5755","LTR44#LTR_ERV1","H3K4me2",5,94230,183,"LTR_ERV1","LTR","LTR"
"5756","LTR44#LTR_ERV1","H3K4me3",8,94230,183,"LTR_ERV1","LTR","LTR"
"5757","LTR44#LTR_ERV1","H3K79me2",6,94230,183,"LTR_ERV1","LTR","LTR"
"5758","LTR44#LTR_ERV1","H3K9ac",6,94230,183,"LTR_ERV1","LTR","LTR"
"5759","LTR44#LTR_ERV1","H3K9me3",37,94230,183,"LTR_ERV1","LTR","LTR"
"5760","LTR44#LTR_ERV1","H4K20me1",35,94230,183,"LTR_ERV1","LTR","LTR"
"5761","LTR45#LTR_ERV1","H3K27ac",10,83070,237,"LTR_ERV1","LTR","LTR"
"5762","LTR45#LTR_ERV1","H3K27me3",68,83070,237,"LTR_ERV1","LTR","LTR"
"5763","LTR45#LTR_ERV1","H3K36me3",16,83070,237,"LTR_ERV1","LTR","LTR"
"5764","LTR45#LTR_ERV1","H3K4me1",24,83070,237,"LTR_ERV1","LTR","LTR"
"5765","LTR45#LTR_ERV1","H3K4me2",15,83070,237,"LTR_ERV1","LTR","LTR"
"5766","LTR45#LTR_ERV1","H3K4me3",27,83070,237,"LTR_ERV1","LTR","LTR"
"5767","LTR45#LTR_ERV1","H3K79me2",9,83070,237,"LTR_ERV1","LTR","LTR"
"5768","LTR45#LTR_ERV1","H3K9ac",9,83070,237,"LTR_ERV1","LTR","LTR"
"5769","LTR45#LTR_ERV1","H3K9me3",30,83070,237,"LTR_ERV1","LTR","LTR"
"5770","LTR45#LTR_ERV1","H4K20me1",29,83070,237,"LTR_ERV1","LTR","LTR"
"5771","LTR45B#LTR_ERV1","H3K27ac",20,221397,548,"LTR_ERV1","LTR","LTR"
"5772","LTR45B#LTR_ERV1","H3K27me3",141,221397,548,"LTR_ERV1","LTR","LTR"
"5773","LTR45B#LTR_ERV1","H3K36me3",48,221397,548,"LTR_ERV1","LTR","LTR"
"5774","LTR45B#LTR_ERV1","H3K4me1",51,221397,548,"LTR_ERV1","LTR","LTR"
"5775","LTR45B#LTR_ERV1","H3K4me2",24,221397,548,"LTR_ERV1","LTR","LTR"
"5776","LTR45B#LTR_ERV1","H3K4me3",43,221397,548,"LTR_ERV1","LTR","LTR"
"5777","LTR45B#LTR_ERV1","H3K79me2",24,221397,548,"LTR_ERV1","LTR","LTR"
"5778","LTR45B#LTR_ERV1","H3K9ac",18,221397,548,"LTR_ERV1","LTR","LTR"
"5779","LTR45B#LTR_ERV1","H3K9me3",104,221397,548,"LTR_ERV1","LTR","LTR"
"5780","LTR45B#LTR_ERV1","H4K20me1",75,221397,548,"LTR_ERV1","LTR","LTR"
"5781","LTR45C#LTR_ERV1","H3K27ac",22,231633,598,"LTR_ERV1","LTR","LTR"
"5782","LTR45C#LTR_ERV1","H3K27me3",141,231633,598,"LTR_ERV1","LTR","LTR"
"5783","LTR45C#LTR_ERV1","H3K36me3",55,231633,598,"LTR_ERV1","LTR","LTR"
"5784","LTR45C#LTR_ERV1","H3K4me1",62,231633,598,"LTR_ERV1","LTR","LTR"
"5785","LTR45C#LTR_ERV1","H3K4me2",34,231633,598,"LTR_ERV1","LTR","LTR"
"5786","LTR45C#LTR_ERV1","H3K4me3",65,231633,598,"LTR_ERV1","LTR","LTR"
"5787","LTR45C#LTR_ERV1","H3K79me2",28,231633,598,"LTR_ERV1","LTR","LTR"
"5788","LTR45C#LTR_ERV1","H3K9ac",14,231633,598,"LTR_ERV1","LTR","LTR"
"5789","LTR45C#LTR_ERV1","H3K9me3",96,231633,598,"LTR_ERV1","LTR","LTR"
"5790","LTR45C#LTR_ERV1","H4K20me1",81,231633,598,"LTR_ERV1","LTR","LTR"
"5791","LTR46#LTR_ERV1","H3K27ac",18,219217,319,"LTR_ERV1","LTR","LTR"
"5792","LTR46#LTR_ERV1","H3K27me3",66,219217,319,"LTR_ERV1","LTR","LTR"
"5793","LTR46#LTR_ERV1","H3K36me3",26,219217,319,"LTR_ERV1","LTR","LTR"
"5794","LTR46#LTR_ERV1","H3K4me1",39,219217,319,"LTR_ERV1","LTR","LTR"
"5795","LTR46#LTR_ERV1","H3K4me2",21,219217,319,"LTR_ERV1","LTR","LTR"
"5796","LTR46#LTR_ERV1","H3K4me3",48,219217,319,"LTR_ERV1","LTR","LTR"
"5797","LTR46#LTR_ERV1","H3K79me2",19,219217,319,"LTR_ERV1","LTR","LTR"
"5798","LTR46#LTR_ERV1","H3K9ac",14,219217,319,"LTR_ERV1","LTR","LTR"
"5799","LTR46#LTR_ERV1","H3K9me3",39,219217,319,"LTR_ERV1","LTR","LTR"
"5800","LTR46#LTR_ERV1","H4K20me1",29,219217,319,"LTR_ERV1","LTR","LTR"
"5801","LTR46-int#LTR_ERV1","H3K27ac",2,122231,47,"LTR_ERV1","LTR","LTR"
"5802","LTR46-int#LTR_ERV1","H3K27me3",10,122231,47,"LTR_ERV1","LTR","LTR"
"5803","LTR46-int#LTR_ERV1","H3K36me3",3,122231,47,"LTR_ERV1","LTR","LTR"
"5804","LTR46-int#LTR_ERV1","H3K4me1",4,122231,47,"LTR_ERV1","LTR","LTR"
"5805","LTR46-int#LTR_ERV1","H3K4me2",5,122231,47,"LTR_ERV1","LTR","LTR"
"5806","LTR46-int#LTR_ERV1","H3K4me3",8,122231,47,"LTR_ERV1","LTR","LTR"
"5807","LTR46-int#LTR_ERV1","H3K79me2",1,122231,47,"LTR_ERV1","LTR","LTR"
"5808","LTR46-int#LTR_ERV1","H3K9ac",2,122231,47,"LTR_ERV1","LTR","LTR"
"5809","LTR46-int#LTR_ERV1","H3K9me3",8,122231,47,"LTR_ERV1","LTR","LTR"
"5810","LTR46-int#LTR_ERV1","H4K20me1",4,122231,47,"LTR_ERV1","LTR","LTR"
"5811","LTR47A#LTR_ERVL","H3K27ac",22,331978,830,"LTR_ERVL","LTR","LTR"
"5812","LTR47A#LTR_ERVL","H3K27me3",207,331978,830,"LTR_ERVL","LTR","LTR"
"5813","LTR47A#LTR_ERVL","H3K36me3",82,331978,830,"LTR_ERVL","LTR","LTR"
"5814","LTR47A#LTR_ERVL","H3K4me1",75,331978,830,"LTR_ERVL","LTR","LTR"
"5815","LTR47A#LTR_ERVL","H3K4me2",36,331978,830,"LTR_ERVL","LTR","LTR"
"5816","LTR47A#LTR_ERVL","H3K4me3",76,331978,830,"LTR_ERVL","LTR","LTR"
"5817","LTR47A#LTR_ERVL","H3K79me2",40,331978,830,"LTR_ERVL","LTR","LTR"
"5818","LTR47A#LTR_ERVL","H3K9ac",13,331978,830,"LTR_ERVL","LTR","LTR"
"5819","LTR47A#LTR_ERVL","H3K9me3",160,331978,830,"LTR_ERVL","LTR","LTR"
"5820","LTR47A#LTR_ERVL","H4K20me1",119,331978,830,"LTR_ERVL","LTR","LTR"
"5821","LTR47A2#LTR_ERVL","H3K27ac",12,165279,310,"LTR_ERVL","LTR","LTR"
"5822","LTR47A2#LTR_ERVL","H3K27me3",68,165279,310,"LTR_ERVL","LTR","LTR"
"5823","LTR47A2#LTR_ERVL","H3K36me3",35,165279,310,"LTR_ERVL","LTR","LTR"
"5824","LTR47A2#LTR_ERVL","H3K4me1",30,165279,310,"LTR_ERVL","LTR","LTR"
"5825","LTR47A2#LTR_ERVL","H3K4me2",12,165279,310,"LTR_ERVL","LTR","LTR"
"5826","LTR47A2#LTR_ERVL","H3K4me3",34,165279,310,"LTR_ERVL","LTR","LTR"
"5827","LTR47A2#LTR_ERVL","H3K79me2",18,165279,310,"LTR_ERVL","LTR","LTR"
"5828","LTR47A2#LTR_ERVL","H3K9ac",6,165279,310,"LTR_ERVL","LTR","LTR"
"5829","LTR47A2#LTR_ERVL","H3K9me3",59,165279,310,"LTR_ERVL","LTR","LTR"
"5830","LTR47A2#LTR_ERVL","H4K20me1",36,165279,310,"LTR_ERVL","LTR","LTR"
"5831","LTR47B#LTR_ERVL","H3K27ac",4,20278,55,"LTR_ERVL","LTR","LTR"
"5832","LTR47B#LTR_ERVL","H3K27me3",9,20278,55,"LTR_ERVL","LTR","LTR"
"5833","LTR47B#LTR_ERVL","H3K36me3",6,20278,55,"LTR_ERVL","LTR","LTR"
"5834","LTR47B#LTR_ERVL","H3K4me1",7,20278,55,"LTR_ERVL","LTR","LTR"
"5835","LTR47B#LTR_ERVL","H3K4me2",1,20278,55,"LTR_ERVL","LTR","LTR"
"5836","LTR47B#LTR_ERVL","H3K4me3",3,20278,55,"LTR_ERVL","LTR","LTR"
"5837","LTR47B#LTR_ERVL","H3K79me2",5,20278,55,"LTR_ERVL","LTR","LTR"
"5838","LTR47B#LTR_ERVL","H3K9ac",2,20278,55,"LTR_ERVL","LTR","LTR"
"5839","LTR47B#LTR_ERVL","H3K9me3",10,20278,55,"LTR_ERVL","LTR","LTR"
"5840","LTR47B#LTR_ERVL","H4K20me1",8,20278,55,"LTR_ERVL","LTR","LTR"
"5841","LTR47B2#LTR_ERVL","H3K27ac",12,118289,225,"LTR_ERVL","LTR","LTR"
"5842","LTR47B2#LTR_ERVL","H3K27me3",55,118289,225,"LTR_ERVL","LTR","LTR"
"5843","LTR47B2#LTR_ERVL","H3K36me3",20,118289,225,"LTR_ERVL","LTR","LTR"
"5844","LTR47B2#LTR_ERVL","H3K4me1",17,118289,225,"LTR_ERVL","LTR","LTR"
"5845","LTR47B2#LTR_ERVL","H3K4me2",15,118289,225,"LTR_ERVL","LTR","LTR"
"5846","LTR47B2#LTR_ERVL","H3K4me3",20,118289,225,"LTR_ERVL","LTR","LTR"
"5847","LTR47B2#LTR_ERVL","H3K79me2",11,118289,225,"LTR_ERVL","LTR","LTR"
"5848","LTR47B2#LTR_ERVL","H3K9ac",5,118289,225,"LTR_ERVL","LTR","LTR"
"5849","LTR47B2#LTR_ERVL","H3K9me3",39,118289,225,"LTR_ERVL","LTR","LTR"
"5850","LTR47B2#LTR_ERVL","H4K20me1",31,118289,225,"LTR_ERVL","LTR","LTR"
"5851","LTR47B3#LTR_ERVL","H3K27ac",6,74919,123,"LTR_ERVL","LTR","LTR"
"5852","LTR47B3#LTR_ERVL","H3K27me3",31,74919,123,"LTR_ERVL","LTR","LTR"
"5853","LTR47B3#LTR_ERVL","H3K36me3",16,74919,123,"LTR_ERVL","LTR","LTR"
"5854","LTR47B3#LTR_ERVL","H3K4me1",15,74919,123,"LTR_ERVL","LTR","LTR"
"5855","LTR47B3#LTR_ERVL","H3K4me2",3,74919,123,"LTR_ERVL","LTR","LTR"
"5856","LTR47B3#LTR_ERVL","H3K4me3",8,74919,123,"LTR_ERVL","LTR","LTR"
"5857","LTR47B3#LTR_ERVL","H3K79me2",4,74919,123,"LTR_ERVL","LTR","LTR"
"5858","LTR47B3#LTR_ERVL","H3K9ac",3,74919,123,"LTR_ERVL","LTR","LTR"
"5859","LTR47B3#LTR_ERVL","H3K9me3",18,74919,123,"LTR_ERVL","LTR","LTR"
"5860","LTR47B3#LTR_ERVL","H4K20me1",19,74919,123,"LTR_ERVL","LTR","LTR"
"5861","LTR47B4#LTR_ERVL","H3K27ac",3,70803,133,"LTR_ERVL","LTR","LTR"
"5862","LTR47B4#LTR_ERVL","H3K27me3",42,70803,133,"LTR_ERVL","LTR","LTR"
"5863","LTR47B4#LTR_ERVL","H3K36me3",15,70803,133,"LTR_ERVL","LTR","LTR"
"5864","LTR47B4#LTR_ERVL","H3K4me1",12,70803,133,"LTR_ERVL","LTR","LTR"
"5865","LTR47B4#LTR_ERVL","H3K4me2",3,70803,133,"LTR_ERVL","LTR","LTR"
"5866","LTR47B4#LTR_ERVL","H3K4me3",5,70803,133,"LTR_ERVL","LTR","LTR"
"5867","LTR47B4#LTR_ERVL","H3K79me2",4,70803,133,"LTR_ERVL","LTR","LTR"
"5868","LTR47B4#LTR_ERVL","H3K9ac",2,70803,133,"LTR_ERVL","LTR","LTR"
"5869","LTR47B4#LTR_ERVL","H3K9me3",18,70803,133,"LTR_ERVL","LTR","LTR"
"5870","LTR47B4#LTR_ERVL","H4K20me1",29,70803,133,"LTR_ERVL","LTR","LTR"
"5871","LTR48#LTR_ERV1","H3K27ac",42,668049,1000,"LTR_ERV1","LTR","LTR"
"5872","LTR48#LTR_ERV1","H3K27me3",253,668049,1000,"LTR_ERV1","LTR","LTR"
"5873","LTR48#LTR_ERV1","H3K36me3",70,668049,1000,"LTR_ERV1","LTR","LTR"
"5874","LTR48#LTR_ERV1","H3K4me1",93,668049,1000,"LTR_ERV1","LTR","LTR"
"5875","LTR48#LTR_ERV1","H3K4me2",60,668049,1000,"LTR_ERV1","LTR","LTR"
"5876","LTR48#LTR_ERV1","H3K4me3",105,668049,1000,"LTR_ERV1","LTR","LTR"
"5877","LTR48#LTR_ERV1","H3K79me2",50,668049,1000,"LTR_ERV1","LTR","LTR"
"5878","LTR48#LTR_ERV1","H3K9ac",28,668049,1000,"LTR_ERV1","LTR","LTR"
"5879","LTR48#LTR_ERV1","H3K9me3",189,668049,1000,"LTR_ERV1","LTR","LTR"
"5880","LTR48#LTR_ERV1","H4K20me1",110,668049,1000,"LTR_ERV1","LTR","LTR"
"5881","LTR48B#LTR_ERV1","H3K27ac",59,743855,1205,"LTR_ERV1","LTR","LTR"
"5882","LTR48B#LTR_ERV1","H3K27me3",289,743855,1205,"LTR_ERV1","LTR","LTR"
"5883","LTR48B#LTR_ERV1","H3K36me3",103,743855,1205,"LTR_ERV1","LTR","LTR"
"5884","LTR48B#LTR_ERV1","H3K4me1",119,743855,1205,"LTR_ERV1","LTR","LTR"
"5885","LTR48B#LTR_ERV1","H3K4me2",61,743855,1205,"LTR_ERV1","LTR","LTR"
"5886","LTR48B#LTR_ERV1","H3K4me3",133,743855,1205,"LTR_ERV1","LTR","LTR"
"5887","LTR48B#LTR_ERV1","H3K79me2",62,743855,1205,"LTR_ERV1","LTR","LTR"
"5888","LTR48B#LTR_ERV1","H3K9ac",43,743855,1205,"LTR_ERV1","LTR","LTR"
"5889","LTR48B#LTR_ERV1","H3K9me3",191,743855,1205,"LTR_ERV1","LTR","LTR"
"5890","LTR48B#LTR_ERV1","H4K20me1",145,743855,1205,"LTR_ERV1","LTR","LTR"
"5891","LTR49#LTR_ERV1","H3K27ac",80,1169482,1424,"LTR_ERV1","LTR","LTR"
"5892","LTR49#LTR_ERV1","H3K27me3",321,1169482,1424,"LTR_ERV1","LTR","LTR"
"5893","LTR49#LTR_ERV1","H3K36me3",114,1169482,1424,"LTR_ERV1","LTR","LTR"
"5894","LTR49#LTR_ERV1","H3K4me1",140,1169482,1424,"LTR_ERV1","LTR","LTR"
"5895","LTR49#LTR_ERV1","H3K4me2",95,1169482,1424,"LTR_ERV1","LTR","LTR"
"5896","LTR49#LTR_ERV1","H3K4me3",174,1169482,1424,"LTR_ERV1","LTR","LTR"
"5897","LTR49#LTR_ERV1","H3K79me2",51,1169482,1424,"LTR_ERV1","LTR","LTR"
"5898","LTR49#LTR_ERV1","H3K9ac",66,1169482,1424,"LTR_ERV1","LTR","LTR"
"5899","LTR49#LTR_ERV1","H3K9me3",242,1169482,1424,"LTR_ERV1","LTR","LTR"
"5900","LTR49#LTR_ERV1","H4K20me1",141,1169482,1424,"LTR_ERV1","LTR","LTR"
"5901","LTR49-int#LTR_ERV1","H3K27ac",87,3940473,1558,"LTR_ERV1","LTR","LTR"
"5902","LTR49-int#LTR_ERV1","H3K27me3",217,3940473,1558,"LTR_ERV1","LTR","LTR"
"5903","LTR49-int#LTR_ERV1","H3K36me3",95,3940473,1558,"LTR_ERV1","LTR","LTR"
"5904","LTR49-int#LTR_ERV1","H3K4me1",235,3940473,1558,"LTR_ERV1","LTR","LTR"
"5905","LTR49-int#LTR_ERV1","H3K4me2",129,3940473,1558,"LTR_ERV1","LTR","LTR"
"5906","LTR49-int#LTR_ERV1","H3K4me3",236,3940473,1558,"LTR_ERV1","LTR","LTR"
"5907","LTR49-int#LTR_ERV1","H3K79me2",76,3940473,1558,"LTR_ERV1","LTR","LTR"
"5908","LTR49-int#LTR_ERV1","H3K9ac",47,3940473,1558,"LTR_ERV1","LTR","LTR"
"5909","LTR49-int#LTR_ERV1","H3K9me3",337,3940473,1558,"LTR_ERV1","LTR","LTR"
"5910","LTR49-int#LTR_ERV1","H4K20me1",99,3940473,1558,"LTR_ERV1","LTR","LTR"
"5911","LTR5#LTR_ERVK","H3K27ac",16,257444,364,"LTR_ERVK","LTR","LTR"
"5912","LTR5#LTR_ERVK","H3K27me3",64,257444,364,"LTR_ERVK","LTR","LTR"
"5913","LTR5#LTR_ERVK","H3K36me3",48,257444,364,"LTR_ERVK","LTR","LTR"
"5914","LTR5#LTR_ERVK","H3K4me1",38,257444,364,"LTR_ERVK","LTR","LTR"
"5915","LTR5#LTR_ERVK","H3K4me2",29,257444,364,"LTR_ERVK","LTR","LTR"
"5916","LTR5#LTR_ERVK","H3K4me3",46,257444,364,"LTR_ERVK","LTR","LTR"
"5917","LTR5#LTR_ERVK","H3K79me2",21,257444,364,"LTR_ERVK","LTR","LTR"
"5918","LTR5#LTR_ERVK","H3K9ac",18,257444,364,"LTR_ERVK","LTR","LTR"
"5919","LTR5#LTR_ERVK","H3K9me3",45,257444,364,"LTR_ERVK","LTR","LTR"
"5920","LTR5#LTR_ERVK","H4K20me1",39,257444,364,"LTR_ERVK","LTR","LTR"
"5921","LTR50#LTR_ERVL","H3K27ac",105,1499790,2765,"LTR_ERVL","LTR","LTR"
"5922","LTR50#LTR_ERVL","H3K27me3",726,1499790,2765,"LTR_ERVL","LTR","LTR"
"5923","LTR50#LTR_ERVL","H3K36me3",233,1499790,2765,"LTR_ERVL","LTR","LTR"
"5924","LTR50#LTR_ERVL","H3K4me1",301,1499790,2765,"LTR_ERVL","LTR","LTR"
"5925","LTR50#LTR_ERVL","H3K4me2",152,1499790,2765,"LTR_ERVL","LTR","LTR"
"5926","LTR50#LTR_ERVL","H3K4me3",294,1499790,2765,"LTR_ERVL","LTR","LTR"
"5927","LTR50#LTR_ERVL","H3K79me2",103,1499790,2765,"LTR_ERVL","LTR","LTR"
"5928","LTR50#LTR_ERVL","H3K9ac",58,1499790,2765,"LTR_ERVL","LTR","LTR"
"5929","LTR50#LTR_ERVL","H3K9me3",420,1499790,2765,"LTR_ERVL","LTR","LTR"
"5930","LTR50#LTR_ERVL","H4K20me1",373,1499790,2765,"LTR_ERVL","LTR","LTR"
"5931","LTR51#LTR_ERV1","H3K27ac",20,231255,464,"LTR_ERV1","LTR","LTR"
"5932","LTR51#LTR_ERV1","H3K27me3",124,231255,464,"LTR_ERV1","LTR","LTR"
"5933","LTR51#LTR_ERV1","H3K36me3",35,231255,464,"LTR_ERV1","LTR","LTR"
"5934","LTR51#LTR_ERV1","H3K4me1",44,231255,464,"LTR_ERV1","LTR","LTR"
"5935","LTR51#LTR_ERV1","H3K4me2",25,231255,464,"LTR_ERV1","LTR","LTR"
"5936","LTR51#LTR_ERV1","H3K4me3",43,231255,464,"LTR_ERV1","LTR","LTR"
"5937","LTR51#LTR_ERV1","H3K79me2",26,231255,464,"LTR_ERV1","LTR","LTR"
"5938","LTR51#LTR_ERV1","H3K9ac",12,231255,464,"LTR_ERV1","LTR","LTR"
"5939","LTR51#LTR_ERV1","H3K9me3",85,231255,464,"LTR_ERV1","LTR","LTR"
"5940","LTR51#LTR_ERV1","H4K20me1",50,231255,464,"LTR_ERV1","LTR","LTR"
"5941","LTR52#LTR_ERVL","H3K27ac",23,672371,830,"LTR_ERVL","LTR","LTR"
"5942","LTR52#LTR_ERVL","H3K27me3",220,672371,830,"LTR_ERVL","LTR","LTR"
"5943","LTR52#LTR_ERVL","H3K36me3",72,672371,830,"LTR_ERVL","LTR","LTR"
"5944","LTR52#LTR_ERVL","H3K4me1",73,672371,830,"LTR_ERVL","LTR","LTR"
"5945","LTR52#LTR_ERVL","H3K4me2",37,672371,830,"LTR_ERVL","LTR","LTR"
"5946","LTR52#LTR_ERVL","H3K4me3",74,672371,830,"LTR_ERVL","LTR","LTR"
"5947","LTR52#LTR_ERVL","H3K79me2",30,672371,830,"LTR_ERVL","LTR","LTR"
"5948","LTR52#LTR_ERVL","H3K9ac",20,672371,830,"LTR_ERVL","LTR","LTR"
"5949","LTR52#LTR_ERVL","H3K9me3",168,672371,830,"LTR_ERVL","LTR","LTR"
"5950","LTR52#LTR_ERVL","H4K20me1",113,672371,830,"LTR_ERVL","LTR","LTR"
"5951","LTR52-int#LTR_ERVL","H3K27ac",7,280192,121,"LTR_ERVL","LTR","LTR"
"5952","LTR52-int#LTR_ERVL","H3K27me3",15,280192,121,"LTR_ERVL","LTR","LTR"
"5953","LTR52-int#LTR_ERVL","H3K36me3",8,280192,121,"LTR_ERVL","LTR","LTR"
"5954","LTR52-int#LTR_ERVL","H3K4me1",15,280192,121,"LTR_ERVL","LTR","LTR"
"5955","LTR52-int#LTR_ERVL","H3K4me2",8,280192,121,"LTR_ERVL","LTR","LTR"
"5956","LTR52-int#LTR_ERVL","H3K4me3",13,280192,121,"LTR_ERVL","LTR","LTR"
"5957","LTR52-int#LTR_ERVL","H3K79me2",4,280192,121,"LTR_ERVL","LTR","LTR"
"5958","LTR52-int#LTR_ERVL","H3K9ac",4,280192,121,"LTR_ERVL","LTR","LTR"
"5959","LTR52-int#LTR_ERVL","H3K9me3",42,280192,121,"LTR_ERVL","LTR","LTR"
"5960","LTR52-int#LTR_ERVL","H4K20me1",5,280192,121,"LTR_ERVL","LTR","LTR"
"5961","LTR53#LTR_ERVL","H3K27ac",23,334900,567,"LTR_ERVL","LTR","LTR"
"5962","LTR53#LTR_ERVL","H3K27me3",136,334900,567,"LTR_ERVL","LTR","LTR"
"5963","LTR53#LTR_ERVL","H3K36me3",47,334900,567,"LTR_ERVL","LTR","LTR"
"5964","LTR53#LTR_ERVL","H3K4me1",62,334900,567,"LTR_ERVL","LTR","LTR"
"5965","LTR53#LTR_ERVL","H3K4me2",30,334900,567,"LTR_ERVL","LTR","LTR"
"5966","LTR53#LTR_ERVL","H3K4me3",53,334900,567,"LTR_ERVL","LTR","LTR"
"5967","LTR53#LTR_ERVL","H3K79me2",24,334900,567,"LTR_ERVL","LTR","LTR"
"5968","LTR53#LTR_ERVL","H3K9ac",13,334900,567,"LTR_ERVL","LTR","LTR"
"5969","LTR53#LTR_ERVL","H3K9me3",100,334900,567,"LTR_ERVL","LTR","LTR"
"5970","LTR53#LTR_ERVL","H4K20me1",79,334900,567,"LTR_ERVL","LTR","LTR"
"5971","LTR53-int#LTR_ERVL","H3K27ac",9,333690,165,"LTR_ERVL","LTR","LTR"
"5972","LTR53-int#LTR_ERVL","H3K27me3",21,333690,165,"LTR_ERVL","LTR","LTR"
"5973","LTR53-int#LTR_ERVL","H3K36me3",11,333690,165,"LTR_ERVL","LTR","LTR"
"5974","LTR53-int#LTR_ERVL","H3K4me1",20,333690,165,"LTR_ERVL","LTR","LTR"
