"","feature","peak","peaks","total_bp","tot_peak","subfam","fam","fam2"
"1","(CATTC)n#Satellite","H3K27ac",18,62078,214,"Satellite","Satellite","Satellite"
"2","(CATTC)n#Satellite","H3K27me3",8,62078,214,"Satellite","Satellite","Satellite"
"3","(CATTC)n#Satellite","H3K36me3",30,62078,214,"Satellite","Satellite","Satellite"
"4","(CATTC)n#Satellite","H3K4me1",39,62078,214,"Satellite","Satellite","Satellite"
"5","(CATTC)n#Satellite","H3K4me2",26,62078,214,"Satellite","Satellite","Satellite"
"6","(CATTC)n#Satellite","H3K4me3",6,62078,214,"Satellite","Satellite","Satellite"
"7","(CATTC)n#Satellite","H3K79me2",8,62078,214,"Satellite","Satellite","Satellite"
"8","(CATTC)n#Satellite","H3K9ac",30,62078,214,"Satellite","Satellite","Satellite"
"9","(CATTC)n#Satellite","H3K9me3",4,62078,214,"Satellite","Satellite","Satellite"
"10","(CATTC)n#Satellite","H4K20me1",45,62078,214,"Satellite","Satellite","Satellite"
"11","(GAATG)n#Satellite","H3K27ac",3,3246,66,"Satellite","Satellite","Satellite"
"12","(GAATG)n#Satellite","H3K27me3",8,3246,66,"Satellite","Satellite","Satellite"
"13","(GAATG)n#Satellite","H3K36me3",6,3246,66,"Satellite","Satellite","Satellite"
"14","(GAATG)n#Satellite","H3K4me1",7,3246,66,"Satellite","Satellite","Satellite"
"15","(GAATG)n#Satellite","H3K4me2",4,3246,66,"Satellite","Satellite","Satellite"
"16","(GAATG)n#Satellite","H3K4me3",13,3246,66,"Satellite","Satellite","Satellite"
"17","(GAATG)n#Satellite","H3K79me2",0,3246,66,"Satellite","Satellite","Satellite"
"18","(GAATG)n#Satellite","H3K9ac",5,3246,66,"Satellite","Satellite","Satellite"
"19","(GAATG)n#Satellite","H3K9me3",14,3246,66,"Satellite","Satellite","Satellite"
"20","(GAATG)n#Satellite","H4K20me1",6,3246,66,"Satellite","Satellite","Satellite"
"21","5S#rRNA","H3K27ac",73,154166,2054,"rRNA","rRNA","RNA
Elements"
"22","5S#rRNA","H3K27me3",460,154166,2054,"rRNA","rRNA","RNA
Elements"
"23","5S#rRNA","H3K36me3",281,154166,2054,"rRNA","rRNA","RNA
Elements"
"24","5S#rRNA","H3K4me1",185,154166,2054,"rRNA","rRNA","RNA
Elements"
"25","5S#rRNA","H3K4me2",91,154166,2054,"rRNA","rRNA","RNA
Elements"
"26","5S#rRNA","H3K4me3",202,154166,2054,"rRNA","rRNA","RNA
Elements"
"27","5S#rRNA","H3K79me2",128,154166,2054,"rRNA","rRNA","RNA
Elements"
"28","5S#rRNA","H3K9ac",68,154166,2054,"rRNA","rRNA","RNA
Elements"
"29","5S#rRNA","H3K9me3",273,154166,2054,"rRNA","rRNA","RNA
Elements"
"30","5S#rRNA","H4K20me1",293,154166,2054,"rRNA","rRNA","RNA
Elements"
"31","7SK#snRNA","H3K27ac",34,214230,1149,"snRNA","snRNA","RNA
Elements"
"32","7SK#snRNA","H3K27me3",294,214230,1149,"snRNA","snRNA","RNA
Elements"
"33","7SK#snRNA","H3K36me3",128,214230,1149,"snRNA","snRNA","RNA
Elements"
"34","7SK#snRNA","H3K4me1",91,214230,1149,"snRNA","snRNA","RNA
Elements"
"35","7SK#snRNA","H3K4me2",50,214230,1149,"snRNA","snRNA","RNA
Elements"
"36","7SK#snRNA","H3K4me3",108,214230,1149,"snRNA","snRNA","RNA
Elements"
"37","7SK#snRNA","H3K79me2",67,214230,1149,"snRNA","snRNA","RNA
Elements"
"38","7SK#snRNA","H3K9ac",34,214230,1149,"snRNA","snRNA","RNA
Elements"
"39","7SK#snRNA","H3K9me3",157,214230,1149,"snRNA","snRNA","RNA
Elements"
"40","7SK#snRNA","H4K20me1",186,214230,1149,"snRNA","snRNA","RNA
Elements"
"41","7SLRNA#srpRNA","H3K27ac",184,612215,3850,"srpRNA","srpRNA","RNA
Elements"
"42","7SLRNA#srpRNA","H3K27me3",592,612215,3850,"srpRNA","srpRNA","RNA
Elements"
"43","7SLRNA#srpRNA","H3K36me3",643,612215,3850,"srpRNA","srpRNA","RNA
Elements"
"44","7SLRNA#srpRNA","H3K4me1",384,612215,3850,"srpRNA","srpRNA","RNA
Elements"
"45","7SLRNA#srpRNA","H3K4me2",215,612215,3850,"srpRNA","srpRNA","RNA
Elements"
"46","7SLRNA#srpRNA","H3K4me3",433,612215,3850,"srpRNA","srpRNA","RNA
Elements"
"47","7SLRNA#srpRNA","H3K79me2",356,612215,3850,"srpRNA","srpRNA","RNA
Elements"
"48","7SLRNA#srpRNA","H3K9ac",137,612215,3850,"srpRNA","srpRNA","RNA
Elements"
"49","7SLRNA#srpRNA","H3K9me3",354,612215,3850,"srpRNA","srpRNA","RNA
Elements"
"50","7SLRNA#srpRNA","H4K20me1",552,612215,3850,"srpRNA","srpRNA","RNA
Elements"
"51","ACRO1#Satellite_acro","H3K27ac",0,16379,51,"Satellite_acro","Satellite","Satellite"
"52","ACRO1#Satellite_acro","H3K27me3",3,16379,51,"Satellite_acro","Satellite","Satellite"
"53","ACRO1#Satellite_acro","H3K36me3",3,16379,51,"Satellite_acro","Satellite","Satellite"
"54","ACRO1#Satellite_acro","H3K4me1",2,16379,51,"Satellite_acro","Satellite","Satellite"
"55","ACRO1#Satellite_acro","H3K4me2",0,16379,51,"Satellite_acro","Satellite","Satellite"
"56","ACRO1#Satellite_acro","H3K4me3",14,16379,51,"Satellite_acro","Satellite","Satellite"
"57","ACRO1#Satellite_acro","H3K79me2",1,16379,51,"Satellite_acro","Satellite","Satellite"
"58","ACRO1#Satellite_acro","H3K9ac",1,16379,51,"Satellite_acro","Satellite","Satellite"
"59","ACRO1#Satellite_acro","H3K9me3",18,16379,51,"Satellite_acro","Satellite","Satellite"
"60","ACRO1#Satellite_acro","H4K20me1",9,16379,51,"Satellite_acro","Satellite","Satellite"
"61","ALR_Alpha#Satellite_centr","H3K27ac",66,5364266,2510,"Satellite_centr","Satellite","Satellite"
"62","ALR_Alpha#Satellite_centr","H3K27me3",227,5364266,2510,"Satellite_centr","Satellite","Satellite"
"63","ALR_Alpha#Satellite_centr","H3K36me3",216,5364266,2510,"Satellite_centr","Satellite","Satellite"
"64","ALR_Alpha#Satellite_centr","H3K4me1",149,5364266,2510,"Satellite_centr","Satellite","Satellite"
"65","ALR_Alpha#Satellite_centr","H3K4me2",69,5364266,2510,"Satellite_centr","Satellite","Satellite"
"66","ALR_Alpha#Satellite_centr","H3K4me3",710,5364266,2510,"Satellite_centr","Satellite","Satellite"
"67","ALR_Alpha#Satellite_centr","H3K79me2",50,5364266,2510,"Satellite_centr","Satellite","Satellite"
"68","ALR_Alpha#Satellite_centr","H3K9ac",102,5364266,2510,"Satellite_centr","Satellite","Satellite"
"69","ALR_Alpha#Satellite_centr","H3K9me3",766,5364266,2510,"Satellite_centr","Satellite","Satellite"
"70","ALR_Alpha#Satellite_centr","H4K20me1",155,5364266,2510,"Satellite_centr","Satellite","Satellite"
"71","Alu#SINE_Alu","H3K27ac",416,1529696,10280,"SINE_Alu","SINE","SINE"
"72","Alu#SINE_Alu","H3K27me3",1732,1529696,10280,"SINE_Alu","SINE","SINE"
"73","Alu#SINE_Alu","H3K36me3",1739,1529696,10280,"SINE_Alu","SINE","SINE"
"74","Alu#SINE_Alu","H3K4me1",979,1529696,10280,"SINE_Alu","SINE","SINE"
"75","Alu#SINE_Alu","H3K4me2",595,1529696,10280,"SINE_Alu","SINE","SINE"
"76","Alu#SINE_Alu","H3K4me3",1091,1529696,10280,"SINE_Alu","SINE","SINE"
"77","Alu#SINE_Alu","H3K79me2",887,1529696,10280,"SINE_Alu","SINE","SINE"
"78","Alu#SINE_Alu","H3K9ac",373,1529696,10280,"SINE_Alu","SINE","SINE"
"79","Alu#SINE_Alu","H3K9me3",994,1529696,10280,"SINE_Alu","SINE","SINE"
"80","Alu#SINE_Alu","H4K20me1",1474,1529696,10280,"SINE_Alu","SINE","SINE"
"81","AluJb#SINE_Alu","H3K27ac",20813,83009943,486336,"SINE_Alu","SINE","SINE"
"82","AluJb#SINE_Alu","H3K27me3",81070,83009943,486336,"SINE_Alu","SINE","SINE"
"83","AluJb#SINE_Alu","H3K36me3",83785,83009943,486336,"SINE_Alu","SINE","SINE"
"84","AluJb#SINE_Alu","H3K4me1",47652,83009943,486336,"SINE_Alu","SINE","SINE"
"85","AluJb#SINE_Alu","H3K4me2",26622,83009943,486336,"SINE_Alu","SINE","SINE"
"86","AluJb#SINE_Alu","H3K4me3",49653,83009943,486336,"SINE_Alu","SINE","SINE"
"87","AluJb#SINE_Alu","H3K79me2",42806,83009943,486336,"SINE_Alu","SINE","SINE"
"88","AluJb#SINE_Alu","H3K9ac",15873,83009943,486336,"SINE_Alu","SINE","SINE"
"89","AluJb#SINE_Alu","H3K9me3",42991,83009943,486336,"SINE_Alu","SINE","SINE"
"90","AluJb#SINE_Alu","H4K20me1",75071,83009943,486336,"SINE_Alu","SINE","SINE"
"91","AluJo#SINE_Alu","H3K27ac",1299,4722238,29684,"SINE_Alu","SINE","SINE"
"92","AluJo#SINE_Alu","H3K27me3",5044,4722238,29684,"SINE_Alu","SINE","SINE"
"93","AluJo#SINE_Alu","H3K36me3",5102,4722238,29684,"SINE_Alu","SINE","SINE"
"94","AluJo#SINE_Alu","H3K4me1",2901,4722238,29684,"SINE_Alu","SINE","SINE"
"95","AluJo#SINE_Alu","H3K4me2",1586,4722238,29684,"SINE_Alu","SINE","SINE"
"96","AluJo#SINE_Alu","H3K4me3",2964,4722238,29684,"SINE_Alu","SINE","SINE"
"97","AluJo#SINE_Alu","H3K79me2",2530,4722238,29684,"SINE_Alu","SINE","SINE"
"98","AluJo#SINE_Alu","H3K9ac",961,4722238,29684,"SINE_Alu","SINE","SINE"
"99","AluJo#SINE_Alu","H3K9me3",2620,4722238,29684,"SINE_Alu","SINE","SINE"
"100","AluJo#SINE_Alu","H4K20me1",4677,4722238,29684,"SINE_Alu","SINE","SINE"
"101","AluJr#SINE_Alu","H3K27ac",1107,4522964,27617,"SINE_Alu","SINE","SINE"
"102","AluJr#SINE_Alu","H3K27me3",5085,4522964,27617,"SINE_Alu","SINE","SINE"
"103","AluJr#SINE_Alu","H3K36me3",4590,4522964,27617,"SINE_Alu","SINE","SINE"
"104","AluJr#SINE_Alu","H3K4me1",2649,4522964,27617,"SINE_Alu","SINE","SINE"
"105","AluJr#SINE_Alu","H3K4me2",1444,4522964,27617,"SINE_Alu","SINE","SINE"
"106","AluJr#SINE_Alu","H3K4me3",2721,4522964,27617,"SINE_Alu","SINE","SINE"
"107","AluJr#SINE_Alu","H3K79me2",2255,4522964,27617,"SINE_Alu","SINE","SINE"
"108","AluJr#SINE_Alu","H3K9ac",853,4522964,27617,"SINE_Alu","SINE","SINE"
"109","AluJr#SINE_Alu","H3K9me3",2472,4522964,27617,"SINE_Alu","SINE","SINE"
"110","AluJr#SINE_Alu","H4K20me1",4441,4522964,27617,"SINE_Alu","SINE","SINE"
"111","AluJr4#SINE_Alu","H3K27ac",582,2296304,14190,"SINE_Alu","SINE","SINE"
"112","AluJr4#SINE_Alu","H3K27me3",2565,2296304,14190,"SINE_Alu","SINE","SINE"
"113","AluJr4#SINE_Alu","H3K36me3",2444,2296304,14190,"SINE_Alu","SINE","SINE"
"114","AluJr4#SINE_Alu","H3K4me1",1357,2296304,14190,"SINE_Alu","SINE","SINE"
"115","AluJr4#SINE_Alu","H3K4me2",690,2296304,14190,"SINE_Alu","SINE","SINE"
"116","AluJr4#SINE_Alu","H3K4me3",1379,2296304,14190,"SINE_Alu","SINE","SINE"
"117","AluJr4#SINE_Alu","H3K79me2",1219,2296304,14190,"SINE_Alu","SINE","SINE"
"118","AluJr4#SINE_Alu","H3K9ac",425,2296304,14190,"SINE_Alu","SINE","SINE"
"119","AluJr4#SINE_Alu","H3K9me3",1270,2296304,14190,"SINE_Alu","SINE","SINE"
"120","AluJr4#SINE_Alu","H4K20me1",2259,2296304,14190,"SINE_Alu","SINE","SINE"
"121","AluSc#SINE_Alu","H3K27ac",1440,7152135,38531,"SINE_Alu","SINE","SINE"
"122","AluSc#SINE_Alu","H3K27me3",7153,7152135,38531,"SINE_Alu","SINE","SINE"
"123","AluSc#SINE_Alu","H3K36me3",6583,7152135,38531,"SINE_Alu","SINE","SINE"
"124","AluSc#SINE_Alu","H3K4me1",3415,7152135,38531,"SINE_Alu","SINE","SINE"
"125","AluSc#SINE_Alu","H3K4me2",1923,7152135,38531,"SINE_Alu","SINE","SINE"
"126","AluSc#SINE_Alu","H3K4me3",3688,7152135,38531,"SINE_Alu","SINE","SINE"
"127","AluSc#SINE_Alu","H3K79me2",3216,7152135,38531,"SINE_Alu","SINE","SINE"
"128","AluSc#SINE_Alu","H3K9ac",1071,7152135,38531,"SINE_Alu","SINE","SINE"
"129","AluSc#SINE_Alu","H3K9me3",4047,7152135,38531,"SINE_Alu","SINE","SINE"
"130","AluSc#SINE_Alu","H4K20me1",5995,7152135,38531,"SINE_Alu","SINE","SINE"
"131","AluSc5#SINE_Alu","H3K27ac",225,1098040,6032,"SINE_Alu","SINE","SINE"
"132","AluSc5#SINE_Alu","H3K27me3",1123,1098040,6032,"SINE_Alu","SINE","SINE"
"133","AluSc5#SINE_Alu","H3K36me3",1015,1098040,6032,"SINE_Alu","SINE","SINE"
"134","AluSc5#SINE_Alu","H3K4me1",534,1098040,6032,"SINE_Alu","SINE","SINE"
"135","AluSc5#SINE_Alu","H3K4me2",295,1098040,6032,"SINE_Alu","SINE","SINE"
"136","AluSc5#SINE_Alu","H3K4me3",602,1098040,6032,"SINE_Alu","SINE","SINE"
"137","AluSc5#SINE_Alu","H3K79me2",507,1098040,6032,"SINE_Alu","SINE","SINE"
"138","AluSc5#SINE_Alu","H3K9ac",196,1098040,6032,"SINE_Alu","SINE","SINE"
"139","AluSc5#SINE_Alu","H3K9me3",611,1098040,6032,"SINE_Alu","SINE","SINE"
"140","AluSc5#SINE_Alu","H4K20me1",924,1098040,6032,"SINE_Alu","SINE","SINE"
"141","AluSc8#SINE_Alu","H3K27ac",1311,5837215,32258,"SINE_Alu","SINE","SINE"
"142","AluSc8#SINE_Alu","H3K27me3",5650,5837215,32258,"SINE_Alu","SINE","SINE"
"143","AluSc8#SINE_Alu","H3K36me3",5473,5837215,32258,"SINE_Alu","SINE","SINE"
"144","AluSc8#SINE_Alu","H3K4me1",2989,5837215,32258,"SINE_Alu","SINE","SINE"
"145","AluSc8#SINE_Alu","H3K4me2",1751,5837215,32258,"SINE_Alu","SINE","SINE"
"146","AluSc8#SINE_Alu","H3K4me3",3187,5837215,32258,"SINE_Alu","SINE","SINE"
"147","AluSc8#SINE_Alu","H3K79me2",2780,5837215,32258,"SINE_Alu","SINE","SINE"
"148","AluSc8#SINE_Alu","H3K9ac",1049,5837215,32258,"SINE_Alu","SINE","SINE"
"149","AluSc8#SINE_Alu","H3K9me3",3177,5837215,32258,"SINE_Alu","SINE","SINE"
"150","AluSc8#SINE_Alu","H4K20me1",4891,5837215,32258,"SINE_Alu","SINE","SINE"
"151","AluSg#SINE_Alu","H3K27ac",2630,10358123,60222,"SINE_Alu","SINE","SINE"
"152","AluSg#SINE_Alu","H3K27me3",9880,10358123,60222,"SINE_Alu","SINE","SINE"
"153","AluSg#SINE_Alu","H3K36me3",10324,10358123,60222,"SINE_Alu","SINE","SINE"
"154","AluSg#SINE_Alu","H3K4me1",5820,10358123,60222,"SINE_Alu","SINE","SINE"
"155","AluSg#SINE_Alu","H3K4me2",3430,10358123,60222,"SINE_Alu","SINE","SINE"
"156","AluSg#SINE_Alu","H3K4me3",6357,10358123,60222,"SINE_Alu","SINE","SINE"
"157","AluSg#SINE_Alu","H3K79me2",5218,10358123,60222,"SINE_Alu","SINE","SINE"
"158","AluSg#SINE_Alu","H3K9ac",1989,10358123,60222,"SINE_Alu","SINE","SINE"
"159","AluSg#SINE_Alu","H3K9me3",5442,10358123,60222,"SINE_Alu","SINE","SINE"
"160","AluSg#SINE_Alu","H4K20me1",9132,10358123,60222,"SINE_Alu","SINE","SINE"
"161","AluSg4#SINE_Alu","H3K27ac",546,2177745,12536,"SINE_Alu","SINE","SINE"
"162","AluSg4#SINE_Alu","H3K27me3",2006,2177745,12536,"SINE_Alu","SINE","SINE"
"163","AluSg4#SINE_Alu","H3K36me3",2166,2177745,12536,"SINE_Alu","SINE","SINE"
"164","AluSg4#SINE_Alu","H3K4me1",1241,2177745,12536,"SINE_Alu","SINE","SINE"
"165","AluSg4#SINE_Alu","H3K4me2",710,2177745,12536,"SINE_Alu","SINE","SINE"
"166","AluSg4#SINE_Alu","H3K4me3",1358,2177745,12536,"SINE_Alu","SINE","SINE"
"167","AluSg4#SINE_Alu","H3K79me2",1095,2177745,12536,"SINE_Alu","SINE","SINE"
"168","AluSg4#SINE_Alu","H3K9ac",393,2177745,12536,"SINE_Alu","SINE","SINE"
"169","AluSg4#SINE_Alu","H3K9me3",1128,2177745,12536,"SINE_Alu","SINE","SINE"
"170","AluSg4#SINE_Alu","H4K20me1",1893,2177745,12536,"SINE_Alu","SINE","SINE"
"171","AluSg7#SINE_Alu","H3K27ac",502,1998674,12082,"SINE_Alu","SINE","SINE"
"172","AluSg7#SINE_Alu","H3K27me3",1783,1998674,12082,"SINE_Alu","SINE","SINE"
"173","AluSg7#SINE_Alu","H3K36me3",2215,1998674,12082,"SINE_Alu","SINE","SINE"
"174","AluSg7#SINE_Alu","H3K4me1",1171,1998674,12082,"SINE_Alu","SINE","SINE"
"175","AluSg7#SINE_Alu","H3K4me2",699,1998674,12082,"SINE_Alu","SINE","SINE"
"176","AluSg7#SINE_Alu","H3K4me3",1307,1998674,12082,"SINE_Alu","SINE","SINE"
"177","AluSg7#SINE_Alu","H3K79me2",1115,1998674,12082,"SINE_Alu","SINE","SINE"
"178","AluSg7#SINE_Alu","H3K9ac",416,1998674,12082,"SINE_Alu","SINE","SINE"
"179","AluSg7#SINE_Alu","H3K9me3",1044,1998674,12082,"SINE_Alu","SINE","SINE"
"180","AluSg7#SINE_Alu","H4K20me1",1830,1998674,12082,"SINE_Alu","SINE","SINE"
"181","AluSp#SINE_Alu","H3K27ac",3038,11956973,70080,"SINE_Alu","SINE","SINE"
"182","AluSp#SINE_Alu","H3K27me3",11005,11956973,70080,"SINE_Alu","SINE","SINE"
"183","AluSp#SINE_Alu","H3K36me3",12303,11956973,70080,"SINE_Alu","SINE","SINE"
"184","AluSp#SINE_Alu","H3K4me1",6776,11956973,70080,"SINE_Alu","SINE","SINE"
"185","AluSp#SINE_Alu","H3K4me2",3983,11956973,70080,"SINE_Alu","SINE","SINE"
"186","AluSp#SINE_Alu","H3K4me3",7394,11956973,70080,"SINE_Alu","SINE","SINE"
"187","AluSp#SINE_Alu","H3K79me2",6326,11956973,70080,"SINE_Alu","SINE","SINE"
"188","AluSp#SINE_Alu","H3K9ac",2400,11956973,70080,"SINE_Alu","SINE","SINE"
"189","AluSp#SINE_Alu","H3K9me3",6281,11956973,70080,"SINE_Alu","SINE","SINE"
"190","AluSp#SINE_Alu","H4K20me1",10574,11956973,70080,"SINE_Alu","SINE","SINE"
"191","AluSq#SINE_Alu","H3K27ac",1178,4453490,26667,"SINE_Alu","SINE","SINE"
"192","AluSq#SINE_Alu","H3K27me3",4346,4453490,26667,"SINE_Alu","SINE","SINE"
"193","AluSq#SINE_Alu","H3K36me3",4485,4453490,26667,"SINE_Alu","SINE","SINE"
"194","AluSq#SINE_Alu","H3K4me1",2672,4453490,26667,"SINE_Alu","SINE","SINE"
"195","AluSq#SINE_Alu","H3K4me2",1585,4453490,26667,"SINE_Alu","SINE","SINE"
"196","AluSq#SINE_Alu","H3K4me3",2801,4453490,26667,"SINE_Alu","SINE","SINE"
"197","AluSq#SINE_Alu","H3K79me2",2328,4453490,26667,"SINE_Alu","SINE","SINE"
"198","AluSq#SINE_Alu","H3K9ac",911,4453490,26667,"SINE_Alu","SINE","SINE"
"199","AluSq#SINE_Alu","H3K9me3",2239,4453490,26667,"SINE_Alu","SINE","SINE"
"200","AluSq#SINE_Alu","H4K20me1",4122,4453490,26667,"SINE_Alu","SINE","SINE"
"201","AluSq10#SINE_Alu","H3K27ac",222,972372,5340,"SINE_Alu","SINE","SINE"
"202","AluSq10#SINE_Alu","H3K27me3",831,972372,5340,"SINE_Alu","SINE","SINE"
"203","AluSq10#SINE_Alu","H3K36me3",995,972372,5340,"SINE_Alu","SINE","SINE"
"204","AluSq10#SINE_Alu","H3K4me1",501,972372,5340,"SINE_Alu","SINE","SINE"
"205","AluSq10#SINE_Alu","H3K4me2",293,972372,5340,"SINE_Alu","SINE","SINE"
"206","AluSq10#SINE_Alu","H3K4me3",550,972372,5340,"SINE_Alu","SINE","SINE"
"207","AluSq10#SINE_Alu","H3K79me2",487,972372,5340,"SINE_Alu","SINE","SINE"
"208","AluSq10#SINE_Alu","H3K9ac",156,972372,5340,"SINE_Alu","SINE","SINE"
"209","AluSq10#SINE_Alu","H3K9me3",519,972372,5340,"SINE_Alu","SINE","SINE"
"210","AluSq10#SINE_Alu","H4K20me1",786,972372,5340,"SINE_Alu","SINE","SINE"
"211","AluSq2#SINE_Alu","H3K27ac",2030,9154718,50448,"SINE_Alu","SINE","SINE"
"212","AluSq2#SINE_Alu","H3K27me3",9319,9154718,50448,"SINE_Alu","SINE","SINE"
"213","AluSq2#SINE_Alu","H3K36me3",8467,9154718,50448,"SINE_Alu","SINE","SINE"
"214","AluSq2#SINE_Alu","H3K4me1",4875,9154718,50448,"SINE_Alu","SINE","SINE"
"215","AluSq2#SINE_Alu","H3K4me2",2702,9154718,50448,"SINE_Alu","SINE","SINE"
"216","AluSq2#SINE_Alu","H3K4me3",4915,9154718,50448,"SINE_Alu","SINE","SINE"
"217","AluSq2#SINE_Alu","H3K79me2",4127,9154718,50448,"SINE_Alu","SINE","SINE"
"218","AluSq2#SINE_Alu","H3K9ac",1535,9154718,50448,"SINE_Alu","SINE","SINE"
"219","AluSq2#SINE_Alu","H3K9me3",4648,9154718,50448,"SINE_Alu","SINE","SINE"
"220","AluSq2#SINE_Alu","H4K20me1",7830,9154718,50448,"SINE_Alu","SINE","SINE"
"221","AluSq4#SINE_Alu","H3K27ac",111,496234,2777,"SINE_Alu","SINE","SINE"
"222","AluSq4#SINE_Alu","H3K27me3",489,496234,2777,"SINE_Alu","SINE","SINE"
"223","AluSq4#SINE_Alu","H3K36me3",480,496234,2777,"SINE_Alu","SINE","SINE"
"224","AluSq4#SINE_Alu","H3K4me1",244,496234,2777,"SINE_Alu","SINE","SINE"
"225","AluSq4#SINE_Alu","H3K4me2",144,496234,2777,"SINE_Alu","SINE","SINE"
"226","AluSq4#SINE_Alu","H3K4me3",267,496234,2777,"SINE_Alu","SINE","SINE"
"227","AluSq4#SINE_Alu","H3K79me2",244,496234,2777,"SINE_Alu","SINE","SINE"
"228","AluSq4#SINE_Alu","H3K9ac",85,496234,2777,"SINE_Alu","SINE","SINE"
"229","AluSq4#SINE_Alu","H3K9me3",282,496234,2777,"SINE_Alu","SINE","SINE"
"230","AluSq4#SINE_Alu","H4K20me1",431,496234,2777,"SINE_Alu","SINE","SINE"
"231","AluSx#SINE_Alu","H3K27ac",23929,96136526,552800,"SINE_Alu","SINE","SINE"
"232","AluSx#SINE_Alu","H3K27me3",89837,96136526,552800,"SINE_Alu","SINE","SINE"
"233","AluSx#SINE_Alu","H3K36me3",94918,96136526,552800,"SINE_Alu","SINE","SINE"
"234","AluSx#SINE_Alu","H3K4me1",54063,96136526,552800,"SINE_Alu","SINE","SINE"
"235","AluSx#SINE_Alu","H3K4me2",31670,96136526,552800,"SINE_Alu","SINE","SINE"
"236","AluSx#SINE_Alu","H3K4me3",58385,96136526,552800,"SINE_Alu","SINE","SINE"
"237","AluSx#SINE_Alu","H3K79me2",48597,96136526,552800,"SINE_Alu","SINE","SINE"
"238","AluSx#SINE_Alu","H3K9ac",18726,96136526,552800,"SINE_Alu","SINE","SINE"
"239","AluSx#SINE_Alu","H3K9me3",47439,96136526,552800,"SINE_Alu","SINE","SINE"
"240","AluSx#SINE_Alu","H4K20me1",85236,96136526,552800,"SINE_Alu","SINE","SINE"
"241","AluSx1#SINE_Alu","H3K27ac",4145,16607180,97192,"SINE_Alu","SINE","SINE"
"242","AluSx1#SINE_Alu","H3K27me3",17591,16607180,97192,"SINE_Alu","SINE","SINE"
"243","AluSx1#SINE_Alu","H3K36me3",16044,16607180,97192,"SINE_Alu","SINE","SINE"
"244","AluSx1#SINE_Alu","H3K4me1",9702,16607180,97192,"SINE_Alu","SINE","SINE"
"245","AluSx1#SINE_Alu","H3K4me2",5273,16607180,97192,"SINE_Alu","SINE","SINE"
"246","AluSx1#SINE_Alu","H3K4me3",9482,16607180,97192,"SINE_Alu","SINE","SINE"
"247","AluSx1#SINE_Alu","H3K79me2",7919,16607180,97192,"SINE_Alu","SINE","SINE"
"248","AluSx1#SINE_Alu","H3K9ac",3192,16607180,97192,"SINE_Alu","SINE","SINE"
"249","AluSx1#SINE_Alu","H3K9me3",8272,16607180,97192,"SINE_Alu","SINE","SINE"
"250","AluSx1#SINE_Alu","H4K20me1",15572,16607180,97192,"SINE_Alu","SINE","SINE"
"251","AluSx3#SINE_Alu","H3K27ac",1358,6233821,34271,"SINE_Alu","SINE","SINE"
"252","AluSx3#SINE_Alu","H3K27me3",5797,6233821,34271,"SINE_Alu","SINE","SINE"
"253","AluSx3#SINE_Alu","H3K36me3",6037,6233821,34271,"SINE_Alu","SINE","SINE"
"254","AluSx3#SINE_Alu","H3K4me1",3348,6233821,34271,"SINE_Alu","SINE","SINE"
"255","AluSx3#SINE_Alu","H3K4me2",1813,6233821,34271,"SINE_Alu","SINE","SINE"
"256","AluSx3#SINE_Alu","H3K4me3",3386,6233821,34271,"SINE_Alu","SINE","SINE"
"257","AluSx3#SINE_Alu","H3K79me2",2998,6233821,34271,"SINE_Alu","SINE","SINE"
"258","AluSx3#SINE_Alu","H3K9ac",1076,6233821,34271,"SINE_Alu","SINE","SINE"
"259","AluSx3#SINE_Alu","H3K9me3",3117,6233821,34271,"SINE_Alu","SINE","SINE"
"260","AluSx3#SINE_Alu","H4K20me1",5341,6233821,34271,"SINE_Alu","SINE","SINE"
"261","AluSx4#SINE_Alu","H3K27ac",703,2936649,16551,"SINE_Alu","SINE","SINE"
"262","AluSx4#SINE_Alu","H3K27me3",2713,2936649,16551,"SINE_Alu","SINE","SINE"
"263","AluSx4#SINE_Alu","H3K36me3",2911,2936649,16551,"SINE_Alu","SINE","SINE"
"264","AluSx4#SINE_Alu","H3K4me1",1575,2936649,16551,"SINE_Alu","SINE","SINE"
"265","AluSx4#SINE_Alu","H3K4me2",899,2936649,16551,"SINE_Alu","SINE","SINE"
"266","AluSx4#SINE_Alu","H3K4me3",1690,2936649,16551,"SINE_Alu","SINE","SINE"
"267","AluSx4#SINE_Alu","H3K79me2",1435,2936649,16551,"SINE_Alu","SINE","SINE"
"268","AluSx4#SINE_Alu","H3K9ac",533,2936649,16551,"SINE_Alu","SINE","SINE"
"269","AluSx4#SINE_Alu","H3K9me3",1597,2936649,16551,"SINE_Alu","SINE","SINE"
"270","AluSx4#SINE_Alu","H4K20me1",2495,2936649,16551,"SINE_Alu","SINE","SINE"
"271","AluSz#SINE_Alu","H3K27ac",3499,14575223,86281,"SINE_Alu","SINE","SINE"
"272","AluSz#SINE_Alu","H3K27me3",15942,14575223,86281,"SINE_Alu","SINE","SINE"
"273","AluSz#SINE_Alu","H3K36me3",14348,14575223,86281,"SINE_Alu","SINE","SINE"
"274","AluSz#SINE_Alu","H3K4me1",8535,14575223,86281,"SINE_Alu","SINE","SINE"
"275","AluSz#SINE_Alu","H3K4me2",4520,14575223,86281,"SINE_Alu","SINE","SINE"
