"","ind","set","c","bp","coverage"
"1923",42,"17_Unmap_iHMM_GM12878",799930598,727072978,1.10020674980992
"1924",42,"1_Pro_iHMM_GM12878",67455003,46202532,1.45998498523847
"1925",42,"2_Enh1_iHMM_GM12878",138422934,69442161,1.99335579432789
"1926",42,"3_Enh2_iHMM_GM12878",195434365,94941407,2.0584734435208
"1927",42,"4_Egn1_iHMM_GM12878",105398602,55600976,1.8956250336325
"1928",42,"5_Egn2_iHMM_GM12878",76569586,40028756,1.9128644917169
"1929",42,"6_Egn3_iHMM_GM12878",376555549,180155677,2.0901675443733
"1930",42,"7_Egn4_iHMM_GM12878",186995121,97075950,1.92627649793795
"1931",42,"8_Egn5_iHMM_GM12878",64495623,30156712,2.13868219453102
"1932",42,"9_Egn6_iHMM_GM12878",281899963,150264385,1.87602646495375
"1933",43,"All_reads",4594489958,3e+09,1.53149665266667
"1934",43,"H2AFZ-human_GM12878_ENCFF001SUD",454546754,288036491,1.57808738893434
"1935",43,"H2AFZ-human_lung_ENCFF888SIA",101558756,48896494,2.07701509232952
"1936",43,"H3F3A-human_lung_ENCFF926ZHI",192860509,103936536,1.85556029113766
"1937",43,"H3K27ac-human_GM12878_ENCFF001SUG",238159679,166141897,1.43347152825636
"1938",43,"H3K27ac-human_lung_ENCFF371BKL",157604376,89536868,1.76021765693211
"1939",43,"H3K27me3-human_GM12878_ENCFF001SUI",1780643502,1022773586,1.7409948070364
"1940",43,"H3K27me3-human_lung_ENCFF468ZHH",265111749,146540119,1.80914107896964
"1941",43,"H3K36me3-human_GM12878_ENCFF001SUJ",871173624,580278190,1.5013034075949
"1942",43,"H3K36me3-human_GM12878_ENCFF001WYF",251499651,96031201,2.61893684949332
"1943",43,"H3K36me3-human_GM12878_ENCFF001WYH",251366838,94013533,2.67373036603145
"1944",43,"H3K36me3-human_lung_ENCFF457NNG",111188575,59362744,1.87303631045088
"1945",43,"H3K4me1-human_GM12878_ENCFF001SUE",574200411,368077180,1.56000002771158
"1946",43,"H3K4me1-human_lung_ENCFF209XDL",230957858,128997637,1.79040378855932
"1947",43,"H3K4me2-human_GM12878_ENCFF001SUL",305328091,213945450,1.42713056529129
"1948",43,"H3K4me2-human_lung_ENCFF270NMV",195585517,112466077,1.73906232187684
"1949",43,"H3K4me3-human_GM12878_ENCFF001SUF",373567559,245538981,1.52141854412925
"1950",43,"H3K4me3-human_GM12878_ENCFF001SUM",272895976,185179234,1.47368562935086
"1951",43,"H3K4me3-human_lung_ENCFF347EMU",85042188,50370689,1.68832687597345
"1952",43,"H3K4me3-human_lung_ENCFF361TGO",70938294,41775242,1.69809414868261
"1953",43,"H3K79me2-human_GM12878_ENCFF001SUN",431927067,288163197,1.49889740083637
"1954",43,"H3K79me2-human_lung_ENCFF292NSP",184062470,107574476,1.71102362608766
"1955",43,"H3K9ac-human_GM12878_ENCFF001SUO",186182100,133249659,1.397242600073
"1956",43,"H3K9ac-human_lung_ENCFF555OKO",89289966,51487077,1.73422091916385
"1957",43,"H3K9me2-human_lung_ENCFF447MUW",18653401,7775978,2.39884950806188
"1958",43,"H3K9me3-human_GM12878_ENCFF001SUP",913893696,539366538,1.69438337681972
"1959",43,"H3K9me3-human_lung_ENCFF813YSM",61115007,30399782,2.01037648888403
"1960",43,"H4K20me1-human_GM12878_ENCFF001SUQ",1210772470,722115670,1.67670155946069
"1961",43,"H4K20me1-human_lung_ENCFF272PZA",83609597,45394239,1.84185480012122
"1962",43,"10_Rep1_iHMM_GM12878",45725651,23265451,1.96538854974271
"1963",43,"11_Rep2_iHMM_GM12878",756187584,357828059,2.1132707874091
"1964",43,"12_Het1_iHMM_GM12878",125491948,60241709,2.08314056960104
"1965",43,"13_Het2_iHMM_GM12878",375172609,185278244,2.02491453340847
"1966",43,"14_Low1_iHMM_GM12878",723335349,354762932,2.03892595238783
"1967",43,"15_Low2_iHMM_GM12878",1115723608,570455209,1.95584787446476
"1968",43,"16_Low3_iHMM_GM12878",88430983,48345445,1.82914818552192
"1969",43,"17_Unmap_iHMM_GM12878",786505489,727072978,1.08174215353662
"1970",43,"1_Pro_iHMM_GM12878",67643939,46202532,1.46407428493313
"1971",43,"2_Enh1_iHMM_GM12878",136669526,69442161,1.9681058888706
"1972",43,"3_Enh2_iHMM_GM12878",192687129,94941407,2.0295373229512
"1973",43,"4_Egn1_iHMM_GM12878",103999897,55600976,1.8704689104738
"1974",43,"5_Egn2_iHMM_GM12878",75816986,40028756,1.89406300810347
"1975",43,"6_Egn3_iHMM_GM12878",357867603,180155677,1.98643533725557
"1976",43,"7_Egn4_iHMM_GM12878",181482622,97075950,1.86949107374175
"1977",43,"8_Egn5_iHMM_GM12878",62853179,30156712,2.08421856467641
"1978",43,"9_Egn6_iHMM_GM12878",277687607,150264385,1.84799350158722
"1979",44,"All_reads",3315474390,3e+09,1.10515813
"1980",44,"H2AFZ-human_GM12878_ENCFF001SUD",324454054,288036491,1.12643385174415
"1981",44,"H2AFZ-human_lung_ENCFF888SIA",73338555,48896494,1.49987348786193
"1982",44,"H3F3A-human_lung_ENCFF926ZHI",138011122,103936536,1.32784030824348
"1983",44,"H3K27ac-human_GM12878_ENCFF001SUG",168227288,166141897,1.01255186703448
"1984",44,"H3K27ac-human_lung_ENCFF371BKL",113013220,89536868,1.26219760110439
"1985",44,"H3K27me3-human_GM12878_ENCFF001SUI",1274199762,1022773586,1.2458277955567
"1986",44,"H3K27me3-human_lung_ENCFF468ZHH",189974546,146540119,1.29639956140612
"1987",44,"H3K36me3-human_GM12878_ENCFF001SUJ",624883112,580278190,1.07686816904147
"1988",44,"H3K36me3-human_GM12878_ENCFF001WYF",182012637,96031201,1.89534896059459
"1989",44,"H3K36me3-human_GM12878_ENCFF001WYH",182186556,94013533,1.93787585878727
"1990",44,"H3K36me3-human_lung_ENCFF457NNG",79746905,59362744,1.34338306531113
"1991",44,"H3K4me1-human_GM12878_ENCFF001SUE",408121685,368077180,1.1087937725452
"1992",44,"H3K4me1-human_lung_ENCFF209XDL",165706699,128997637,1.28457158482678
"1993",44,"H3K4me2-human_GM12878_ENCFF001SUL",215613946,213945450,1.00779869821957
"1994",44,"H3K4me2-human_lung_ENCFF270NMV",140195059,112466077,1.24655418540117
"1995",44,"H3K4me3-human_GM12878_ENCFF001SUF",264233780,245538981,1.07613780477488
"1996",44,"H3K4me3-human_GM12878_ENCFF001SUM",192399909,185179234,1.03899289809137
"1997",44,"H3K4me3-human_lung_ENCFF347EMU",60823767,50370689,1.2075230299113
"1998",44,"H3K4me3-human_lung_ENCFF361TGO",50719615,41775242,1.21410703018788
"1999",44,"H3K79me2-human_GM12878_ENCFF001SUN",306826955,288163197,1.0647680140778
"2000",44,"H3K79me2-human_lung_ENCFF292NSP",131932289,107574476,1.22642743804766
"2001",44,"H3K9ac-human_GM12878_ENCFF001SUO",131084919,133249659,0.983754254860795
"2002",44,"H3K9ac-human_lung_ENCFF555OKO",63815977,51487077,1.23945620373827
"2003",44,"H3K9me2-human_lung_ENCFF447MUW",13494574,7775978,1.73541823292196
"2004",44,"H3K9me3-human_GM12878_ENCFF001SUP",657600095,539366538,1.21920817972582
"2005",44,"H3K9me3-human_lung_ENCFF813YSM",44117870,30399782,1.45125613071831
"2006",44,"H4K20me1-human_GM12878_ENCFF001SUQ",865001909,722115670,1.19787167753886
"2007",44,"H4K20me1-human_lung_ENCFF272PZA",60056437,45394239,1.32299688953922
"2008",44,"10_Rep1_iHMM_GM12878",32318544,23265451,1.38912174967079
"2009",44,"11_Rep2_iHMM_GM12878",540677868,357828059,1.5109990801476
"2010",44,"12_Het1_iHMM_GM12878",90539248,60241709,1.50293292642146
"2011",44,"13_Het2_iHMM_GM12878",273300877,185278244,1.47508348038963
"2012",44,"14_Low1_iHMM_GM12878",520816663,354762932,1.46806956426891
"2013",44,"15_Low2_iHMM_GM12878",812825164,570455209,1.42487114005825
"2014",44,"16_Low3_iHMM_GM12878",65022151,48345445,1.34494885712604
"2015",44,"17_Unmap_iHMM_GM12878",584357670,727072978,0.803712540118634
"2016",44,"1_Pro_iHMM_GM12878",46578951,46202532,1.00814715089641
"2017",44,"2_Enh1_iHMM_GM12878",97096498,69442161,1.39823554742198
"2018",44,"3_Enh2_iHMM_GM12878",138116301,94941407,1.45475304573904
"2019",44,"4_Egn1_iHMM_GM12878",73382023,55600976,1.31979738988754
"2020",44,"5_Egn2_iHMM_GM12878",54020370,40028756,1.34953906636519
"2021",44,"6_Egn3_iHMM_GM12878",256878111,180155677,1.42586742353948
"2022",44,"7_Egn4_iHMM_GM12878",130359749,97075950,1.34286348987571
"2023",44,"8_Egn5_iHMM_GM12878",45357561,30156712,1.50406188181258
"2024",44,"9_Egn6_iHMM_GM12878",200218538,150264385,1.33244173594428
"2025",45,"All_reads",5195725367,3e+09,1.73190845566667
"2026",45,"H2AFZ-human_GM12878_ENCFF001SUD",509964828,288036491,1.77048687903923
"2027",45,"H2AFZ-human_lung_ENCFF888SIA",114655358,48896494,2.34485846776663
"2028",45,"H3F3A-human_lung_ENCFF926ZHI",219180710,103936536,2.10879367771118
"2029",45,"H3K27ac-human_GM12878_ENCFF001SUG",267367743,166141897,1.60927344533691
"2030",45,"H3K27ac-human_lung_ENCFF371BKL",179259237,89536868,2.00207178343562
"2031",45,"H3K27me3-human_GM12878_ENCFF001SUI",2012398782,1022773586,1.96758970855941
"2032",45,"H3K27me3-human_lung_ENCFF468ZHH",301146718,146540119,2.05504622252968
"2033",45,"H3K36me3-human_GM12878_ENCFF001SUJ",986150678,580278190,1.69944467152901
"2034",45,"H3K36me3-human_GM12878_ENCFF001WYF",288867834,96031201,3.00806228592309
"2035",45,"H3K36me3-human_GM12878_ENCFF001WYH",288848453,94013533,3.07241355348277
"2036",45,"H3K36me3-human_lung_ENCFF457NNG",125524837,59362744,2.11453899435646
"2037",45,"H3K4me1-human_GM12878_ENCFF001SUE",647918725,368077180,1.7602795288749
"2038",45,"H3K4me1-human_lung_ENCFF209XDL",262542161,128997637,2.03524783171028
"2039",45,"H3K4me2-human_GM12878_ENCFF001SUL",342612598,213945450,1.6014016563568
"2040",45,"H3K4me2-human_lung_ENCFF270NMV",222042880,112466077,1.97430981788402
"2041",45,"H3K4me3-human_GM12878_ENCFF001SUF",419219749,245538981,1.70734498975541
"2042",45,"H3K4me3-human_GM12878_ENCFF001SUM",305463455,185179234,1.64955566778076
"2043",45,"H3K4me3-human_lung_ENCFF347EMU",96483932,50370689,1.91547770966564
"2044",45,"H3K4me3-human_lung_ENCFF361TGO",80346591,41775242,1.92330641675277
"2045",45,"H3K79me2-human_GM12878_ENCFF001SUN",487692473,288163197,1.69241762333724
"2046",45,"H3K79me2-human_lung_ENCFF292NSP",208709945,107574476,1.94014372888974
"2047",45,"H3K9ac-human_GM12878_ENCFF001SUO",208406218,133249659,1.56402815259737
"2048",45,"H3K9ac-human_lung_ENCFF555OKO",101371276,51487077,1.96886834340975
"2049",45,"H3K9me2-human_lung_ENCFF447MUW",20740133,7775978,2.66720571997503
"2050",45,"H3K9me3-human_GM12878_ENCFF001SUP",1032594638,539366538,1.91445810084718
"2051",45,"H3K9me3-human_lung_ENCFF813YSM",68903158,30399782,2.26656750367486
"2052",45,"H4K20me1-human_GM12878_ENCFF001SUQ",1375489987,722115670,1.90480562068401
"2053",45,"H4K20me1-human_lung_ENCFF272PZA",95120156,45394239,2.09542351838964
"2054",45,"10_Rep1_iHMM_GM12878",52028361,23265451,2.23629281890989
"2055",45,"11_Rep2_iHMM_GM12878",851533084,357828059,2.37972697384248
"2056",45,"12_Het1_iHMM_GM12878",142698239,60241709,2.36876146724191
"2057",45,"13_Het2_iHMM_GM12878",423736009,185278244,2.28702517819631
"2058",45,"14_Low1_iHMM_GM12878",815493102,354762932,2.29869873214375
"2059",45,"15_Low2_iHMM_GM12878",1260380737,570455209,2.20942979766883
"2060",45,"16_Low3_iHMM_GM12878",100388042,48345445,2.07647363676144
"2061",45,"17_Unmap_iHMM_GM12878",900130499,727072978,1.23801946467057
"2062",45,"1_Pro_iHMM_GM12878",74962934,46202532,1.62248540837545
"2063",45,"2_Enh1_iHMM_GM12878",154395247,69442161,2.22336466458755
"2064",45,"3_Enh2_iHMM_GM12878",217580793,94941407,2.2917376082282
"2065",45,"4_Egn1_iHMM_GM12878",117615812,55600976,2.11535516930494
"2066",45,"5_Egn2_iHMM_GM12878",86146748,40028756,2.15212153982502
"2067",45,"6_Egn3_iHMM_GM12878",409493632,180155677,2.27299876872601
"2068",45,"7_Egn4_iHMM_GM12878",206820991,97075950,2.1305069999315
"2069",45,"8_Egn5_iHMM_GM12878",71205490,30156712,2.36118214744366
"2070",45,"9_Egn6_iHMM_GM12878",314936854,150264385,2.09588488982269
"2071",46,"All_reads",4442391080,3e+09,1.48079702666667
"2072",46,"H2AFZ-human_GM12878_ENCFF001SUD",438294370,288036491,1.52166264933425
"2073",46,"H2AFZ-human_lung_ENCFF888SIA",97981341,48896494,2.00385207577459
"2074",46,"H3F3A-human_lung_ENCFF926ZHI",188445511,103936536,1.81308246601561
"2075",46,"H3K27ac-human_GM12878_ENCFF001SUG",228315183,166141897,1.37421798548502
"2076",46,"H3K27ac-human_lung_ENCFF371BKL",153478240,89536868,1.71413456186562
"2077",46,"H3K27me3-human_GM12878_ENCFF001SUI",1732362394,1022773586,1.69378875023079
"2078",46,"H3K27me3-human_lung_ENCFF468ZHH",259498826,146540119,1.77083810065693
"2079",46,"H3K36me3-human_GM12878_ENCFF001SUJ",844215468,580278190,1.45484611096619
"2080",46,"H3K36me3-human_GM12878_ENCFF001WYF",250204123,96031201,2.6054461507776
"2081",46,"H3K36me3-human_GM12878_ENCFF001WYH",250487478,94013533,2.66437681902668
"2082",46,"H3K36me3-human_lung_ENCFF457NNG",108304618,59362744,1.82445437495275
"2083",46,"H3K4me1-human_GM12878_ENCFF001SUE",555769140,368077180,1.50992555420034
"2084",46,"H3K4me1-human_lung_ENCFF209XDL",224977757,128997637,1.74404556728431
"2085",46,"H3K4me2-human_GM12878_ENCFF001SUL",293738176,213945450,1.37295827511172
"2086",46,"H3K4me2-human_lung_ENCFF270NMV",190578223,112466077,1.69453961659923
"2087",46,"H3K4me3-human_GM12878_ENCFF001SUF",358269216,245538981,1.45911339430052
"2088",46,"H3K4me3-human_GM12878_ENCFF001SUM",261213625,185179234,1.4105989065707
"2089",46,"H3K4me3-human_lung_ENCFF347EMU",82880859,50370689,1.64541840990104
"2090",46,"H3K4me3-human_lung_ENCFF361TGO",69168159,41775242,1.65572132412782
"2091",46,"H3K79me2-human_GM12878_ENCFF001SUN",415691404,288163197,1.44255549746694
"2092",46,"H3K79me2-human_lung_ENCFF292NSP",179199683,107574476,1.66581971544997
"2093",46,"H3K9ac-human_GM12878_ENCFF001SUO",178659109,133249659,1.3407847370176
"2094",46,"H3K9ac-human_lung_ENCFF555OKO",87071506,51487077,1.69113321387423
"2095",46,"H3K9me2-human_lung_ENCFF447MUW",17675806,7775978,2.27312963076799
"2096",46,"H3K9me3-human_GM12878_ENCFF001SUP",883811984,539366538,1.6386110775007
"2097",46,"H3K9me3-human_lung_ENCFF813YSM",59102720,30399782,1.94418236288668
"2098",46,"H4K20me1-human_GM12878_ENCFF001SUQ",1185058410,722115670,1.64109222280137
"2099",46,"H4K20me1-human_lung_ENCFF272PZA",81828611,45394239,1.80262105506384
"2100",46,"10_Rep1_iHMM_GM12878",45186541,23265451,1.94221642211019
"2101",46,"11_Rep2_iHMM_GM12878",733598229,357828059,2.05014171065886
"2102",46,"12_Het1_iHMM_GM12878",123036779,60241709,2.04238526831966
"2103",46,"13_Het2_iHMM_GM12878",361411800,185278244,1.9506434873163
"2104",46,"14_Low1_iHMM_GM12878",695386778,354762932,1.96014497365807
"2105",46,"15_Low2_iHMM_GM12878",1066774887,570455209,1.87004145140517
"2106",46,"16_Low3_iHMM_GM12878",84247095,48345445,1.74260667163163
"2107",46,"17_Unmap_iHMM_GM12878",762102435,727072978,1.04817873591776
"2108",46,"1_Pro_iHMM_GM12878",63502999,46202532,1.37444846096314
"2109",46,"2_Enh1_iHMM_GM12878",132432710,69442161,1.90709373229327
"2110",46,"3_Enh2_iHMM_GM12878",187237059,94941407,1.97213275973464
"2111",46,"4_Egn1_iHMM_GM12878",100047521,55600976,1.79938425901013
"2112",46,"5_Egn2_iHMM_GM12878",72959666,40028756,1.82268132439589
"2113",46,"6_Egn3_iHMM_GM12878",355840621,180155677,1.97518405706416
"2114",46,"7_Egn4_iHMM_GM12878",177426980,97075950,1.82771304324089
"2115",46,"8_Egn5_iHMM_GM12878",61465904,30156712,2.0382163678852
"2116",46,"9_Egn6_iHMM_GM12878",269248289,150264385,1.79183037284583
"2117",47,"All_reads",4920985564,3e+09,1.64032852133333
"2118",47,"H2AFZ-human_GM12878_ENCFF001SUD",480115331,288036491,1.66685592277959
"2119",47,"H2AFZ-human_lung_ENCFF888SIA",108618242,48896494,2.22139121058455
"2120",47,"H3F3A-human_lung_ENCFF926ZHI",205969822,103936536,1.98168834489539
"2121",47,"H3K27ac-human_GM12878_ENCFF001SUG",248619017,166141897,1.49642577513124
"2122",47,"H3K27ac-human_lung_ENCFF371BKL",168716780,89536868,1.8843274705566
"2123",47,"H3K27me3-human_GM12878_ENCFF001SUI",1909095161,1022773586,1.86658629742908
"2124",47,"H3K27me3-human_lung_ENCFF468ZHH",284243349,146540119,1.93969645268269
"2125",47,"H3K36me3-human_GM12878_ENCFF001SUJ",926720542,580278190,1.59702804270483
"2126",47,"H3K36me3-human_GM12878_ENCFF001WYF",271094530,96031201,2.82298385500771
"2127",47,"H3K36me3-human_GM12878_ENCFF001WYH",271085885,94013533,2.88347726491674
"2128",47,"H3K36me3-human_lung_ENCFF457NNG",118667857,59362744,1.99902917223638
"2129",47,"H3K4me1-human_GM12878_ENCFF001SUE",606093849,368077180,1.64664880610094
"2130",47,"H3K4me1-human_lung_ENCFF209XDL",247456228,128997637,1.91830047243424
"2131",47,"H3K4me2-human_GM12878_ENCFF001SUL",319093563,213945450,1.49147160175643
"2132",47,"H3K4me2-human_lung_ENCFF270NMV",209128213,112466077,1.85947815179861
"2133",47,"H3K4me3-human_GM12878_ENCFF001SUF",391227705,245538981,1.5933425454755
"2134",47,"H3K4me3-human_GM12878_ENCFF001SUM",284733163,185179234,1.53760849340159
"2135",47,"H3K4me3-human_lung_ENCFF347EMU",90846313,50370689,1.80355509927609
"2136",47,"H3K4me3-human_lung_ENCFF361TGO",75858354,41775242,1.81586869083846
"2137",47,"H3K79me2-human_GM12878_ENCFF001SUN",454951491,288163197,1.57879804130574
"2138",47,"H3K79me2-human_lung_ENCFF292NSP",196360549,107574476,1.82534515901337
"2139",47,"H3K9ac-human_GM12878_ENCFF001SUO",193208740,133249659,1.44997549299545
"2140",47,"H3K9ac-human_lung_ENCFF555OKO",95442595,51487077,1.85371942944052
"2141",47,"H3K9me2-human_lung_ENCFF447MUW",19796867,7775978,2.54590059282575
"2142",47,"H3K9me3-human_GM12878_ENCFF001SUP",978214066,539366538,1.81363506462093
"2143",47,"H3K9me3-human_lung_ENCFF813YSM",65555140,30399782,2.15643454285297
"2144",47,"H4K20me1-human_GM12878_ENCFF001SUQ",1294899286,722115670,1.79320203091563
"2145",47,"H4K20me1-human_lung_ENCFF272PZA",89252975,45394239,1.96617405569901
"2146",47,"10_Rep1_iHMM_GM12878",48368006,23265451,2.07896275038898
"2147",47,"11_Rep2_iHMM_GM12878",810836067,357828059,2.26599353126749
"2148",47,"12_Het1_iHMM_GM12878",135399970,60241709,2.24761170039183
"2149",47,"13_Het2_iHMM_GM12878",404415793,185278244,2.18274841270624
"2150",47,"14_Low1_iHMM_GM12878",775646303,354762932,2.18637922126543
"2151",47,"15_Low2_iHMM_GM12878",1196263118,570455209,2.09703250864697
"2152",47,"16_Low3_iHMM_GM12878",95108767,48345445,1.96727462121819
"2153",47,"17_Unmap_iHMM_GM12878",849579626,727072978,1.16849291846464
"2154",47,"1_Pro_iHMM_GM12878",68466299,46202532,1.48187330945412
"2155",47,"2_Enh1_iHMM_GM12878",144470082,69442161,2.08043758891662
"2156",47,"3_Enh2_iHMM_GM12878",205294267,94941407,2.16232593856546
"2157",47,"4_Egn1_iHMM_GM12878",109493032,55600976,1.96926456830542
"2158",47,"5_Egn2_iHMM_GM12878",80603941,40028756,2.01365091135982
"2159",47,"6_Egn3_iHMM_GM12878",386016146,180155677,2.14268099916718
"2160",47,"7_Egn4_iHMM_GM12878",193923775,97075950,1.99765003587397
"2161",47,"8_Egn5_iHMM_GM12878",67736189,30156712,2.24613973167897
"2162",47,"9_Egn6_iHMM_GM12878",296795449,150264385,1.97515498432979
"2163",48,"All_reads",4245853199,3e+09,1.41528439966667
"2164",48,"H2AFZ-human_GM12878_ENCFF001SUD",412572615,288036491,1.43236231481517
"2165",48,"H2AFZ-human_lung_ENCFF888SIA",95149559,48896494,1.94593827115703
"2166",48,"H3F3A-human_lung_ENCFF926ZHI",176704844,103936536,1.70012250552587
"2167",48,"H3K27ac-human_GM12878_ENCFF001SUG",212481364,166141897,1.27891499878565
"2168",48,"H3K27ac-human_lung_ENCFF371BKL",145272949,89536868,1.62249308296109
"2169",48,"H3K27me3-human_GM12878_ENCFF001SUI",1630302881,1022773586,1.59400174517217
"2170",48,"H3K27me3-human_lung_ENCFF468ZHH",242513477,146540119,1.65492889356805
"2171",48,"H3K36me3-human_GM12878_ENCFF001SUJ",797323782,580278190,1.37403713553322
"2172",48,"H3K36me3-human_GM12878_ENCFF001WYF",225708522,96031201,2.35036654389025
"2173",48,"H3K36me3-human_GM12878_ENCFF001WYH",224620225,94013533,2.38923288841831
"2174",48,"H3K36me3-human_lung_ENCFF457NNG",102846950,59362744,1.73251677853706
"2175",48,"H3K4me1-human_GM12878_ENCFF001SUE",516253946,368077180,1.40256982516547
"2176",48,"H3K4me1-human_lung_ENCFF209XDL",213025969,128997637,1.65139435073528
"2177",48,"H3K4me2-human_GM12878_ENCFF001SUL",271790579,213945450,1.27037326103453
"2178",48,"H3K4me2-human_lung_ENCFF270NMV",179350881,112466077,1.59471091892002
"2179",48,"H3K4me3-human_GM12878_ENCFF001SUF",334117012,245538981,1.36074936305124
"2180",48,"H3K4me3-human_GM12878_ENCFF001SUM",241849624,185179234,1.30602994070059
"2181",48,"H3K4me3-human_lung_ENCFF347EMU",77649881,50370689,1.54156876829698
"2182",48,"H3K4me3-human_lung_ENCFF361TGO",64747052,41775242,1.54989053085557
"2183",48,"H3K79me2-human_GM12878_ENCFF001SUN",390091687,288163197,1.35371793157889
"2184",48,"H3K79me2-human_lung_ENCFF292NSP",169275052,107574476,1.57356148311613
"2185",48,"H3K9ac-human_GM12878_ENCFF001SUO",162371788,133249659,1.21855312215095
"2186",48,"H3K9ac-human_lung_ENCFF555OKO",81675964,51487077,1.58633911185131
"2187",48,"H3K9me2-human_lung_ENCFF447MUW",17561768,7775978,2.25846420861787
"2188",48,"H3K9me3-human_GM12878_ENCFF001SUP",846131414,539366538,1.56875029203239
"2189",48,"H3K9me3-human_lung_ENCFF813YSM",57382700,30399782,1.88760235188529
"2190",48,"H4K20me1-human_GM12878_ENCFF001SUQ",1083015094,722115670,1.49978062932771
"2191",48,"H4K20me1-human_lung_ENCFF272PZA",76496620,45394239,1.6851614144253
"2192",48,"10_Rep1_iHMM_GM12878",40300665,23265451,1.73221077897867
"2193",48,"11_Rep2_iHMM_GM12878",699057194,357828059,1.95361201118105
"2194",48,"12_Het1_iHMM_GM12878",117010185,60241709,1.9423450453572
"2195",48,"13_Het2_iHMM_GM12878",350068002,185278244,1.88941774512932
"2196",48,"14_Low1_iHMM_GM12878",672728139,354762932,1.89627516947007
"2197",48,"15_Low2_iHMM_GM12878",1039362036,570455209,1.82198710714201
"2198",48,"16_Low3_iHMM_GM12878",83829952,48345445,1.73397828895773
"2199",48,"17_Unmap_iHMM_GM12878",723714490,727072978,0.995380810315302
"2200",48,"1_Pro_iHMM_GM12878",58177831,46202532,1.25919140102538
"2201",48,"2_Enh1_iHMM_GM12878",123711943,69442161,1.78151055811757
"2202",48,"3_Enh2_iHMM_GM12878",176860477,94941407,1.86283817133656
"2203",48,"4_Egn1_iHMM_GM12878",94616730,55600976,1.70170987645972
"2204",48,"5_Egn2_iHMM_GM12878",69706563,40028756,1.74141217378826
"2205",48,"6_Egn3_iHMM_GM12878",316593041,180155677,1.75733036156279
"2206",48,"7_Egn4_iHMM_GM12878",166602625,97075950,1.71620906104962
"2207",48,"8_Egn5_iHMM_GM12878",55906495,30156712,1.85386573310777
"2208",48,"9_Egn6_iHMM_GM12878",258132995,150264385,1.7178587926873
"2209",49,"All_reads",4504315437,3e+09,1.501438479
"2210",49,"H2AFZ-human_GM12878_ENCFF001SUD",447716293,288036491,1.55437351512521
"2211",49,"H2AFZ-human_lung_ENCFF888SIA",98842568,48896494,2.02146534268899
"2212",49,"H3F3A-human_lung_ENCFF926ZHI",193582146,103936536,1.86250334531064
"2213",49,"H3K27ac-human_GM12878_ENCFF001SUG",235357968,166141897,1.41660816597032
"2214",49,"H3K27ac-human_lung_ENCFF371BKL",157071960,89536868,1.75427132429962
"2215",49,"H3K27me3-human_GM12878_ENCFF001SUI",1762513839,1022773586,1.72326882814121
"2216",49,"H3K27me3-human_lung_ENCFF468ZHH",268410680,146540119,1.8316532143665
"2217",49,"H3K36me3-human_GM12878_ENCFF001SUJ",859624095,580278190,1.4813999730026
"2218",49,"H3K36me3-human_GM12878_ENCFF001WYF",261851875,96031201,2.72673747983221
"2219",49,"H3K36me3-human_GM12878_ENCFF001WYH",262413910,94013533,2.79123549159673
"2220",49,"H3K36me3-human_lung_ENCFF457NNG",110271129,59362744,1.85758139819143
"2221",49,"H3K4me1-human_GM12878_ENCFF001SUE",569852374,368077180,1.54818718726328
"2222",49,"H3K4me1-human_lung_ENCFF209XDL",229856087,128997637,1.78186277164131
"2223",49,"H3K4me2-human_GM12878_ENCFF001SUL",303293950,213945450,1.41762280992655
"2224",49,"H3K4me2-human_lung_ENCFF270NMV",195197165,112466077,1.73560926287133
"2225",49,"H3K4me3-human_GM12878_ENCFF001SUF",368154823,245538981,1.49937423988902
"2226",49,"H3K4me3-human_GM12878_ENCFF001SUM",269280879,185179234,1.4541634781792
"2227",49,"H3K4me3-human_lung_ENCFF347EMU",84993125,50370689,1.68735283728202
"2228",49,"H3K4me3-human_lung_ENCFF361TGO",70924829,41775242,1.69777182858689
"2229",49,"H3K79me2-human_GM12878_ENCFF001SUN",424733402,288163197,1.47393354329005
"2230",49,"H3K79me2-human_lung_ENCFF292NSP",183415233,107574476,1.7050069851142
"2231",49,"H3K9ac-human_GM12878_ENCFF001SUO",185984616,133249659,1.39576053999508
"2232",49,"H3K9ac-human_lung_ENCFF555OKO",89140209,51487077,1.73131228638208
"2233",49,"H3K9me2-human_lung_ENCFF447MUW",17756987,7775978,2.28356960372059
"2234",49,"H3K9me3-human_GM12878_ENCFF001SUP",897336985,539366538,1.66368679141159
"2235",49,"H3K9me3-human_lung_ENCFF813YSM",60001116,30399782,1.97373507481073
"2236",49,"H4K20me1-human_GM12878_ENCFF001SUQ",1221731239,722115670,1.69187747857625
"2237",49,"H4K20me1-human_lung_ENCFF272PZA",84355266,45394239,1.85828131186427
"2238",49,"10_Rep1_iHMM_GM12878",48031634,23265451,2.06450474568492
"2239",49,"11_Rep2_iHMM_GM12878",739258860,357828059,2.06596112687742
"2240",49,"12_Het1_iHMM_GM12878",126438803,60241709,2.09885816818377
"2241",49,"13_Het2_iHMM_GM12878",367314966,185278244,1.98250457296001
"2242",49,"14_Low1_iHMM_GM12878",697684498,354762932,1.96662174953498
"2243",49,"15_Low2_iHMM_GM12878",1067695204,570455209,1.87165475422979
