"","n.trees","interaction.depth","shrinkage","n.minobsinnode","obs","rowIndex","pred","BLCA","BRCA","CESC","COAD_READ","HNSC","LIHC","LUAD","LUSC","OV","PRAD","STAD","THCA","Resample"
"381",150,3,0.1,10,"OV",207,"OV",6.13079827249177e-08,0.000113747207660553,0.00119029250140955,3.45662238365753e-06,1.36843152440853e-05,4.35294849763116e-05,1.04725925546855e-06,0.000284468020023443,0.99834687434349,1.5538161171194e-08,2.76136103643032e-06,6.20383762270606e-08,"Fold4.Rep1"
"382",150,3,0.1,10,"OV",224,"OV",8.42272778212637e-06,0.000816520283238177,3.93148543268799e-06,0.000109117596740014,0.000139958667953959,1.94336813100032e-05,0.000781228123878495,0.00121818954502777,0.99650118163347,1.48421711320275e-05,0.000366131892087581,2.10421919474449e-05,"Fold4.Rep1"
"383",150,3,0.1,10,"BRCA",227,"BRCA",4.73044260241333e-08,0.999652383743567,0.000204182269736611,0.000127317836158223,1.9026544285899e-06,6.71854659764654e-06,8.542253332903e-07,1.89190704725418e-06,3.23886595916598e-06,4.63221919566062e-09,1.42267285478981e-06,3.53416725590214e-08,"Fold4.Rep1"
"384",150,3,0.1,10,"OV",228,"OV",0.000783786248902208,3.18246376072219e-06,1.30636206634017e-05,0.000131586336830789,6.81399913363662e-06,4.73834115479489e-07,0.0699378045253408,0.0803350034875864,0.84701018733965,1.63561080743458e-05,0.00175387144076131,7.87059518098169e-06,"Fold4.Rep1"
"385",150,3,0.1,10,"OV",231,"OV",4.04076320085619e-05,0.000184760824570598,1.56800450776131e-06,4.70827824418019e-05,2.12674344655359e-05,7.08100033754568e-06,0.000471640819925505,0.000296370907398872,0.996708629878307,1.45476581947896e-05,0.000453325835564868,0.0017533172222767,"Fold4.Rep1"
"386",150,3,0.1,10,"OV",232,"OV",0.00341300686921391,0.0727262879289566,0.000900878062298161,0.00302435573363139,0.00675720687418335,0.000237540519915487,0.000865015459310735,5.56050718281632e-05,0.911842648753849,6.28277111877318e-05,4.41406474115343e-05,7.04863682139286e-05,"Fold4.Rep1"
"387",150,3,0.1,10,"BRCA",237,"BRCA",6.77483236230683e-08,0.999960053819425,1.12928310232281e-05,1.42926984821119e-05,3.53142963843247e-06,4.3355287393051e-07,6.4928202556449e-06,1.86173402774967e-07,1.95435309986146e-06,1.10795068292892e-08,1.40074399738595e-06,2.82749971026716e-07,"Fold4.Rep1"
"388",150,3,0.1,10,"BRCA",242,"THCA",0.0019731133160473,0.00235404986662383,4.54154597441504e-05,0.00102977681513359,0.00138807612415801,0.000254625135883779,0.0518091069136359,0.000299185792424732,9.03108333612428e-05,0.000542774701304578,0.000758298055144269,0.939455266986539,"Fold4.Rep1"
"389",150,3,0.1,10,"OV",252,"LUSC",4.03863592511539e-05,3.13709576267859e-05,1.66357602689899e-06,0.00176588085742058,1.83071348279292e-05,1.07417241772757e-06,0.0226837695117991,0.974130903811181,0.000826891096148387,4.132160189871e-07,0.000496808581391543,2.53072588980511e-06,"Fold4.Rep1"
"390",150,3,0.1,10,"PRAD",267,"PRAD",0.01804637853094,0.00180470213898741,4.54113037627566e-05,0.00110370917844476,0.00811508228582433,0.000279052897090318,0.00384069788932982,0.000954400595544566,9.0261930689106e-05,0.683066003401954,0.0732111803094017,0.209443119538031,"Fold4.Rep1"
"391",150,3,0.1,10,"PRAD",270,"PRAD",0.000718797436716155,0.00389238507179745,9.05613531835581e-05,0.00105934956758891,0.0108607466911239,0.000889815308574077,0.00853335294336294,0.000787977341776243,0.000180004578306557,0.839741068602833,0.00426188656845653,0.128984054536281,"Fold4.Rep1"
"392",150,3,0.1,10,"PRAD",272,"PRAD",3.41034123864222e-05,4.17293161408192e-05,9.70886299127633e-07,1.11869194906512e-05,3.33098988020404e-05,5.96610561837824e-06,6.48981023298094e-05,6.02541662575906e-06,1.92978541855327e-06,0.998938178239666,7.47666576489019e-05,0.000786935259573284,"Fold4.Rep1"
"393",150,3,0.1,10,"PRAD",273,"PRAD",0.000232736207731131,0.000218891154742344,5.09278470853455e-06,0.000303391623734901,0.000112913375534219,4.11079532764616e-05,0.000129788871832628,4.24473142917102e-05,1.18003617964913e-05,0.961070445262459,0.028523618697862,0.00930776639203059,"Fold4.Rep1"
"394",150,3,0.1,10,"COAD_READ",280,"COAD_READ",0.000354641871948987,0.000410310340923334,1.40564348672779e-05,0.975367538209817,0.000256148517082932,0.00156683610140578,0.00739857665579179,0.000399673726880128,3.28738681078702e-05,1.10073225484104e-05,0.00232287751102281,0.0118654594396032,"Fold4.Rep1"
"395",150,3,0.1,10,"COAD_READ",283,"COAD_READ",5.31606555639427e-08,4.43928017069297e-05,4.24624567363773e-08,0.999790167074539,1.31965931327605e-07,8.16366158880076e-05,6.93028794999897e-06,7.62573266564071e-05,3.603761097401e-07,2.28524259260162e-10,2.4824487762656e-08,2.87509461927257e-09,"Fold4.Rep1"
"396",150,3,0.1,10,"COAD_READ",290,"COAD_READ",3.7101852854666e-08,1.51602197328998e-05,1.45458635068352e-06,0.999945966714245,1.89598604164722e-06,3.02439990065117e-05,6.79840451267714e-07,2.17129317915437e-07,2.69496286752569e-06,2.06595751419525e-08,1.01553667664432e-06,6.13263881873495e-07,"Fold4.Rep1"
"397",150,3,0.1,10,"COAD_READ",291,"COAD_READ",7.59684247564412e-09,3.17192685223708e-08,3.43163610935905e-09,0.999998735141646,1.8727051892371e-08,7.95367959690482e-08,2.90966461504146e-08,6.33441792846103e-08,7.79857017791515e-08,1.42068249672763e-09,8.25154704950074e-07,1.26844844435466e-07,"Fold4.Rep1"
"398",150,3,0.1,10,"STAD",298,"STAD",0.000169478813903292,9.86641176045909e-07,4.6624631662803e-08,1.26759400422797e-06,1.69890519202831e-06,4.55469285692009e-07,0.00243403755679526,2.22599913584445e-06,8.48601064873904e-08,1.11162169507889e-06,0.997383824543641,4.78137043331118e-06,"Fold4.Rep1"
"399",150,3,0.1,10,"STAD",310,"STAD",3.51524363888723e-06,8.4826899816725e-07,1.43107964601907e-08,6.49080346569378e-06,3.22565097645579e-07,2.48275559238945e-07,0.000116338529379056,9.18610976637688e-07,2.31568585382393e-06,1.06493902445727e-07,0.999557009708432,0.000311871503900258,"Fold4.Rep1"
"400",150,3,0.1,10,"STAD",320,"STAD",0.0200345442595214,0.00609773811168889,4.54415369448557e-06,0.000347276988120849,0.00113037133925992,2.50520355833884e-05,0.00031563819825247,0.45576771770099,0.000108376788599717,0.00179411891469894,0.513893927738372,0.000480693771218425,"Fold4.Rep1"
"401",150,3,0.1,10,"STAD",321,"STAD",0.0130250888072299,0.000199484557150151,4.85235268405307e-06,0.000106684884285244,0.000440367377667778,3.77395993725988e-05,0.00137218561954081,0.0280775978563418,0.0072992392284831,0.00411736678548549,0.944184579339886,0.00113481359187311,"Fold4.Rep1"
"402",150,3,0.1,10,"THCA",322,"THCA",0.00647457135576044,0.0351115280006755,0.00107767433521946,0.0203592919998208,0.0506312976946702,0.00621098617999699,0.0401428868681189,0.00746483012917429,0.00211235356761599,0.285264971707066,0.0327964546292938,0.512353153532588,"Fold4.Rep1"
"403",150,3,0.1,10,"THCA",325,"THCA",1.70020853664404e-06,3.21801560939579e-05,1.24815768002718e-06,1.95653722672666e-05,2.10268604232568e-05,4.39527879742852e-06,1.64190185567809e-05,5.1396171319003e-05,4.43186936733809e-06,0.000653447047966731,0.00374871619036906,0.995445473668623,"Fold4.Rep1"
"404",150,3,0.1,10,"THCA",330,"THCA",5.73181233744791e-06,0.000313160320444913,9.86737972019585e-06,9.78580066509253e-05,0.000139202633446945,4.17841551912678e-05,0.00900003501775174,5.13229835408472e-05,1.35173008273319e-05,6.31545811404499e-06,7.54550469442172e-05,0.99024574988503,"Fold4.Rep1"
"405",150,3,0.1,10,"THCA",332,"THCA",5.89833556953075e-08,3.27362369424549e-06,7.61650725958948e-08,9.77749527967514e-07,7.73048158325879e-07,4.68035101480835e-07,2.79906412244069e-05,5.01530818094062e-07,1.76470834870444e-07,5.37933046682539e-08,2.47404045148252e-06,0.999963175918456,"Fold4.Rep1"
"406",150,3,0.1,10,"THCA",344,"THCA",1.09025539584384e-07,2.65319931304335e-06,5.76172436777997e-08,8.64326505707635e-07,7.15488872925299e-07,4.29432907265384e-07,3.68088467011795e-06,3.79397306050875e-07,1.95365564820884e-07,1.47622460112928e-06,9.99489256307494e-07,0.999988439548219,"Fold4.Rep1"
"407",150,3,0.1,10,"THCA",350,"PRAD",0.000198463550025695,0.000781401389620825,6.95719566620043e-05,0.000955544990403606,0.00140805118170507,0.00017089894754792,0.00191818346692407,0.0295796094368183,0.000177557052773452,0.584575083237079,0.0200638240369808,0.36010181075346,"Fold4.Rep1"
"408",150,3,0.1,10,"THCA",351,"THCA",1.87596420757934e-06,9.48908722816215e-05,1.93326200334135e-06,4.28245381351963e-05,0.000118833900918097,1.18799135493988e-05,0.000312314077488847,1.27301194770766e-05,1.39575971341424e-05,1.19865094218747e-06,0.000159068273246062,0.999228492830616,"Fold4.Rep1"
"409",150,3,0.1,10,"BRCA",358,"COAD_READ",0.000521963194295127,0.0461686899402092,0.244245755307849,0.405061362149864,0.00409309931395433,4.00384580098435e-05,0.00124468358734878,3.81311705750899e-05,0.00362106054668969,6.38549817512753e-06,0.294810255484451,0.000148575348578663,"Fold4.Rep1"
"410",150,3,0.1,10,"THCA",364,"THCA",8.68818911353658e-06,9.8456286368812e-05,1.93890620979673e-06,8.21113762836169e-05,2.44261269424313e-05,1.19145972521918e-05,0.00117977774708063,1.23308954060743e-05,4.36091486443743e-06,9.13543653823086e-06,0.000906876575931106,0.997659982948009,"Fold4.Rep1"
"411",150,3,0.1,10,"BRCA",369,"BRCA",8.40970568420802e-07,0.999998247797706,1.90345338069325e-07,9.69252764538085e-08,4.43712535781481e-08,2.13284852590885e-08,3.29050276140717e-07,1.95400208467665e-08,1.5754117063757e-07,7.85602816028145e-10,3.30474824280774e-08,1.8296819729099e-08,"Fold4.Rep1"
"412",150,3,0.1,10,"COAD_READ",382,"COAD_READ",4.92386062456665e-07,1.5137248394164e-05,3.91689893869217e-07,0.997803077222461,0.000351562529967122,0.00174696459475069,3.71529736437833e-06,2.52476344758128e-07,1.10137280674268e-06,2.56247194433479e-05,5.00511708045875e-05,1.62929170713981e-06,"Fold4.Rep1"
"413",150,3,0.1,10,"BRCA",386,"BRCA",3.80574377614107e-05,0.999911136452116,5.55582749815818e-07,4.4918124695121e-06,4.64603056194341e-06,7.11952161650321e-06,7.0057362661968e-06,4.18587835474978e-07,1.90233077601348e-05,3.25595265812265e-07,1.79196670863183e-06,5.4279688882746e-06,"Fold4.Rep1"
"414",150,3,0.1,10,"LIHC",393,"LIHC",2.00399776980836e-06,0.000368979938998832,3.86569155294038e-06,0.189400789527997,4.1643921428575e-05,0.80994781820337,0.000174387321906044,1.64298282061236e-05,4.37969663773326e-06,1.3975614219168e-06,2.34762961518434e-05,1.48280145588127e-05,"Fold4.Rep1"
"415",150,3,0.1,10,"LIHC",395,"LIHC",4.64215660277944e-07,0.000319542119917581,1.99538287965186e-07,3.42539365306328e-05,1.22101085893804e-05,0.999567909018015,5.42088408675181e-05,3.11284831099876e-06,1.81348775310107e-06,1.43995362346827e-07,2.80713542399993e-06,3.33475528094895e-06,"Fold4.Rep1"
"416",150,3,0.1,10,"LIHC",397,"LIHC",1.16575285336014e-07,0.000868708734502056,2.10580470654813e-06,9.74366456681504e-06,6.92840856599743e-06,0.999101166503312,5.14164586418674e-06,1.57256056974499e-06,1.64874236892721e-06,1.10490555643687e-07,1.46203271539653e-06,1.29483698694853e-06,"Fold4.Rep1"
"417",150,3,0.1,10,"LIHC",399,"LIHC",2.55341473830699e-08,1.08094787834838e-05,7.63561273908793e-08,6.56409258014833e-05,1.18892738142554e-06,0.999917319913397,3.82993328883778e-06,2.26629480502229e-07,1.12624007897547e-07,2.18294182007562e-08,3.66691494532326e-07,3.81156672317763e-07,"Fold4.Rep1"
"418",150,3,0.1,10,"LIHC",403,"LIHC",1.25617137223753e-07,0.000144402301054313,2.89415156630931e-07,2.36722122722093e-05,2.25114675406086e-05,0.999608330526094,8.88173355160342e-06,9.28547166360377e-07,0.000188751993251826,8.19190434621999e-08,1.40674619485418e-06,6.175215364041e-07,"Fold4.Rep1"
"419",150,3,0.1,10,"LIHC",405,"LIHC",1.53332201657952e-06,0.000229405649620132,3.44488958815499e-05,0.00234842418719044,1.82095357520614e-05,0.996829839241181,0.000500567270585734,4.03261533478078e-06,2.46866939902113e-05,8.73572337284046e-08,7.90787080094027e-06,8.57360413344828e-07,"Fold4.Rep1"
"420",150,3,0.1,10,"BRCA",409,"BRCA",7.27789134257622e-05,0.996141351005495,0.00359117619233605,3.91469544717673e-05,1.26797266763904e-05,3.6200786750312e-07,4.36931770384562e-06,7.94607122652156e-05,4.51818589809834e-05,3.00977392501524e-08,1.22889425062712e-05,1.17427053237457e-06,"Fold4.Rep1"
"421",150,3,0.1,10,"BRCA",412,"BRCA",1.23367677716041e-06,0.998521651321222,5.69569666529147e-05,2.19081078283521e-05,0.000859192759348047,0.000412135782806511,3.66010336075323e-05,4.47044119255044e-06,3.95979645436583e-05,4.87375228691728e-07,4.00869460606943e-05,5.67762473224228e-06,"Fold4.Rep1"
"422",150,3,0.1,10,"STAD",421,"STAD",0.00272254268982487,0.0382659465264314,0.000890306543253443,0.0455929710692758,0.0553699553799223,0.00626234194169895,0.023970701098605,0.00901411666974295,0.00176962079571709,0.0641855300510007,0.503232917466222,0.248723049768306,"Fold4.Rep1"
"423",150,3,0.1,10,"STAD",426,"BRCA",0.00335047319654697,0.270139524961171,0.00414368800775821,0.0930918173699578,0.124014610982644,0.0265719819974894,0.131516389625692,0.0337140472945476,0.0206937798087103,0.00262817675950727,0.216215576211336,0.0739199337846399,"Fold4.Rep1"
"424",150,3,0.1,10,"STAD",429,"STAD",8.65530835545652e-05,0.00113202914273194,2.20023600443346e-05,0.0105033272111621,0.00120369817424529,0.000133077879073699,0.000441550105401671,0.000873189125376498,6.28472132145327e-05,0.000104936003593153,0.977317824116805,0.00811896558479687,"Fold4.Rep1"
"425",150,3,0.1,10,"THCA",433,"THCA",1.07249337113653e-08,2.95214186828488e-07,6.92957089367203e-09,9.08284257652637e-08,8.80985400911699e-08,4.25822795921977e-08,8.32769437555568e-07,4.12813229482269e-08,1.3773584898103e-08,3.94800272702524e-09,3.09705158038854e-07,0.999998264144557,"Fold4.Rep1"
"426",150,3,0.1,10,"BLCA",435,"BLCA",0.646826103787534,0.00101439961946393,0.000278015917010725,0.0219288407985325,0.000932896432982301,0.000147899820705617,0.0437426432330701,0.00731513587279779,0.0151312049951609,0.00048367666275242,0.261900505303689,0.000298677556300885,"Fold4.Rep1"
