id	LUCAS_Hi	AHN_BU	LUCAS_Val
PGDX24759P	FALSE	FALSE	TRUE
PGDX24760P	FALSE	FALSE	TRUE
PGDX8274P1	FALSE	FALSE	TRUE
PGDX24766P	FALSE	FALSE	TRUE
PGDX24767P	FALSE	FALSE	TRUE
PGDX24768P	FALSE	FALSE	TRUE
PGDX24772P	FALSE	FALSE	TRUE
PGDX24773P	FALSE	FALSE	TRUE
PGDX24774P	FALSE	FALSE	TRUE
PGDX24775P	FALSE	FALSE	TRUE
PGDX4608P1	FALSE	FALSE	TRUE
PGDX8275P1	FALSE	FALSE	TRUE
PGDX25330P	FALSE	FALSE	TRUE
PGDX4593P1	FALSE	FALSE	TRUE
PGDX4600P1	FALSE	FALSE	TRUE
PGDX25350P	FALSE	FALSE	TRUE
PGDX25351P	FALSE	FALSE	TRUE
PGDX25352P	FALSE	FALSE	TRUE
PGDX25353P	FALSE	FALSE	TRUE
PGDX4599P1	FALSE	FALSE	TRUE
PGDX25364P	FALSE	FALSE	TRUE
PGDX25365P	FALSE	FALSE	TRUE
PGDX4583P1	FALSE	FALSE	TRUE
PGDX4590P1	FALSE	FALSE	TRUE
PGDX4595P1	FALSE	FALSE	TRUE
PGDX25465P	FALSE	FALSE	TRUE
PGDX4582P1	FALSE	FALSE	TRUE
PGDX4588P1	FALSE	FALSE	TRUE
PGDX4589P1	FALSE	FALSE	TRUE
PGDX7101P1	FALSE	FALSE	TRUE
PGDX8273P1	FALSE	FALSE	TRUE
PGDX25413P	FALSE	FALSE	TRUE
PGDX25414P	FALSE	FALSE	TRUE
PGDX25415P	FALSE	FALSE	TRUE
PGDX25567P	FALSE	FALSE	TRUE
PGDX25570P	FALSE	FALSE	TRUE
PGDX25571P	FALSE	FALSE	TRUE
PGDX25572P	FALSE	FALSE	TRUE
PGDX25689P	FALSE	FALSE	TRUE
PGDX25691P	FALSE	FALSE	TRUE
PGDX25802P	FALSE	FALSE	TRUE
PGDX25426P	FALSE	FALSE	TRUE
PGDX25427P	FALSE	FALSE	TRUE
PGDX25428P	FALSE	FALSE	TRUE
PGDX25429P	FALSE	FALSE	TRUE
PGDX4591P1	FALSE	FALSE	TRUE
PGDX25833P	FALSE	FALSE	TRUE
PGDX25834P	FALSE	FALSE	TRUE
PGDX24771P1	FALSE	FALSE	TRUE
PGDX25873P	FALSE	FALSE	TRUE
PGDX25874P	FALSE	FALSE	TRUE
PGDX25875P	FALSE	FALSE	TRUE
PGDX25876P	FALSE	FALSE	TRUE
PGDX25877P	FALSE	FALSE	TRUE
PGDX25878P	FALSE	FALSE	TRUE
PGDX26250P	FALSE	FALSE	TRUE
PGDX26251P	FALSE	FALSE	TRUE
PGDX26252P	FALSE	FALSE	TRUE
PGDX26253P	FALSE	FALSE	TRUE
PGDX26254P	FALSE	FALSE	TRUE
PGDX26255P	FALSE	FALSE	TRUE
PGDX26265P	FALSE	FALSE	TRUE
PGDX26266P	FALSE	FALSE	TRUE
PGDX26267P	FALSE	FALSE	TRUE
PGDX26268P	FALSE	FALSE	TRUE
PGDX26269P	FALSE	FALSE	TRUE
PGDX26270P	FALSE	FALSE	TRUE
PGDX25282P	FALSE	FALSE	TRUE
PGDX25285P	FALSE	FALSE	TRUE
PGDX25286P	FALSE	FALSE	TRUE
PGDX25287P	FALSE	FALSE	TRUE
PGDX25288P	FALSE	FALSE	TRUE
PGDX25289P	FALSE	FALSE	TRUE
PGDX26280P	FALSE	FALSE	TRUE
PGDX26481P	FALSE	FALSE	TRUE
PGDX26482P	FALSE	FALSE	TRUE
PGDX26483P	FALSE	FALSE	TRUE
PGDX26484P	FALSE	FALSE	TRUE
PGDX26485P	FALSE	FALSE	TRUE
PGDX26496P	FALSE	FALSE	TRUE
PGDX26497P	FALSE	FALSE	TRUE
PGDX26498P	FALSE	FALSE	TRUE
PGDX26499P	FALSE	FALSE	TRUE
PGDX26500P	FALSE	FALSE	TRUE
PGDX26501P	FALSE	FALSE	TRUE
PGDX25292P	FALSE	FALSE	TRUE
PGDX25294P	FALSE	FALSE	TRUE
PGDX25295P	FALSE	FALSE	TRUE
PGDX25300P	FALSE	FALSE	TRUE
PGDX25301P	FALSE	FALSE	TRUE
PGDX25302P	FALSE	FALSE	TRUE
PGDX25303P	FALSE	FALSE	TRUE
PGDX25304P	FALSE	FALSE	TRUE
PGDX25236P	FALSE	FALSE	TRUE
PGDX25245P	FALSE	FALSE	TRUE
PGDX4592P1	FALSE	FALSE	TRUE
PGDX4594P1	FALSE	FALSE	TRUE
PGDX25267P	FALSE	FALSE	TRUE
PGDX25268P	FALSE	FALSE	TRUE
PGDX25272P	FALSE	FALSE	TRUE
PGDX4584P1	FALSE	FALSE	TRUE
PGDX4596P1	FALSE	FALSE	TRUE
PGDX25248P	FALSE	FALSE	TRUE
PGDX4586P1	FALSE	FALSE	TRUE
PGDX25306P	FALSE	FALSE	TRUE
PGDX25308P	FALSE	FALSE	TRUE
PGDX25309P	FALSE	FALSE	TRUE
PGDX25318P	FALSE	FALSE	TRUE
PGDX25319P	FALSE	FALSE	TRUE
PGDX25258P	FALSE	FALSE	TRUE
PGDX25259P	FALSE	FALSE	TRUE
PGDX25261P	FALSE	FALSE	TRUE
PGDX25273P	FALSE	FALSE	TRUE
PGDX25280P	FALSE	FALSE	TRUE
PGDX25281P	FALSE	FALSE	TRUE
PGDX25315P	FALSE	FALSE	TRUE
PGDX6956P1	FALSE	FALSE	TRUE
