"id" "n"
"756" "DO39910_normal" 17020444814
"757" "DO39910_tumor" 45334240907
"758" "DO39956_normal" 22957013756
"759" "DO39956_tumor" 39681125705
"760" "DO40069_normal" 25831142697
"761" "DO40069_tumor" 43712698368
"762" "DO40147_normal" 23121908955
"763" "DO40147_tumor" 40559038839
"764" "DO40167_normal" 17741269165
"765" "DO40167_tumor" 22516019592
"766" "DO4018_normal" 19019508937
"767" "DO4018_tumor" 30749023819
"768" "DO40193_normal" 16477844275
"769" "DO40193_tumor" 20991176456
"770" "DO40274_normal" 22088306270
"771" "DO40274_tumor" 17303272418
"772" "DO4036_normal" 16782403348
"773" "DO4036_tumor" 28382003947
"774" "DO40405_normal" 21075859081
"775" "DO40405_tumor" 40638116645
"776" "DO40484_normal" 22034597296
"777" "DO40484_tumor" 21061363993
"778" "DO40496_normal" 20773410424
"779" "DO40496_tumor" 17317977732
"780" "DO40664_normal" 23348843831
"781" "DO40664_tumor" 20304596288
"782" "DO40735_normal" 19390305881
"783" "DO40735_tumor" 18920921835
"784" "DO40759_normal" 17615500398
"785" "DO40759_tumor" 40013814483
"786" "DO4080_normal" 18431478844
"787" "DO4080_tumor" 20041866500
"788" "DO40930_tumor" 31344214171
"789" "DO41157_tumor" 27088858169
"790" "DO41217_normal" 20503719925
"791" "DO4138_normal" 19738766489
"792" "DO4138_tumor" 34135674400
"793" "DO4155_normal" 18002759499
"794" "DO4155_tumor" 25182168605
"795" "DO4185_normal" 19773205530
"796" "DO4185_tumor" 34577326960
"797" "DO41951_normal" 16516652941
"798" "DO4233_normal" 20569227856
"799" "DO4233_tumor" 17518060556
"800" "DO43074_normal" 19286326576
"801" "DO4359_normal" 19110353728
"802" "DO4359_tumor" 30204177297
"803" "DO44086_normal" 21745775387
"804" "DO44086_tumor" 37072682988
"805" "DO44087_normal" 22057190731
"806" "DO44087_tumor" 40004141544
"807" "DO44088_normal" 20253464120
"808" "DO44088_tumor" 36024137934
"809" "DO44089_normal" 20640787638
"810" "DO44089_tumor" 39201100310
"811" "DO44090_normal" 20146115658
"812" "DO44090_tumor" 37723442467
"813" "DO44091_normal" 20723914523
"814" "DO44091_tumor" 35327195310
"815" "DO44092_normal" 21908514984
"816" "DO44092_tumor" 38925099186
"817" "DO44093_normal" 13350885204
"818" "DO44093_tumor" 38270037253
"819" "DO44094_normal" 22188614971
"820" "DO44094_tumor" 38095031752
"821" "DO44095_normal" 21737807051
"822" "DO44095_tumor" 39276747943
"823" "DO44096_normal" 14148449838
"824" "DO44096_tumor" 40026080859
"825" "DO44097_normal" 18630185440
"826" "DO44097_tumor" 19588936792
"827" "DO44103_normal" 16904233330
"828" "DO44103_tumor" 30625306085
"829" "DO44111_normal" 20535334443
"830" "DO44111_tumor" 34940553060
"831" "DO44273_normal" 19589894608
"832" "DO44273_tumor" 32597034915
"833" "DO44285_normal" 18585146970
"834" "DO44285_tumor" 32261486425
"835" "DO44469_normal" 22022013458
"836" "DO4449_normal" 17962696256
"837" "DO4449_tumor" 26992757514
"838" "DO4473_normal" 20029145039
"839" "DO4473_tumor" 28314003339
"840" "DO44872_normal" 17883138499
"841" "DO44872_tumor" 36687027833
"842" "DO44875_normal" 19335420183
"843" "DO44875_tumor" 36253325363
"844" "DO44877_normal" 17856196689
"845" "DO44877_tumor" 38844395517
"846" "DO44883_normal" 19894382158
"847" "DO44883_tumor" 38444996188
"848" "DO44885_normal" 23846790189
"849" "DO44885_tumor" 30110905668
"850" "DO44888_normal" 17738876097
"851" "DO44888_tumor" 37507786732
"852" "DO44889_normal" 22760468369
"853" "DO44889_tumor" 41444376638
"854" "DO44890_normal" 17046602598
"855" "DO44890_tumor" 39615425258
"856" "DO44919_normal" 20899807477
"857" "DO44919_tumor" 38296980434
"858" "DO44930_normal" 18005722006
"859" "DO44930_tumor" 37472954165
"860" "DO44966_normal" 17017926159
"861" "DO44966_tumor" 39023246849
"862" "DO44974_normal" 18251086888
"863" "DO44974_tumor" 38903720324
"864" "DO44978_normal" 21105687907
"865" "DO44978_tumor" 36026478241
"866" "DO44982_normal" 17509100735
"867" "DO44982_tumor" 36508701116
"868" "DO44986_normal" 17563721848
"869" "DO44986_tumor" 38688498570
"870" "DO44994_normal" 20230628164
"871" "DO44994_tumor" 40346877776
"872" "DO45009_normal" 18101183267
"873" "DO45009_tumor" 40269937431
"874" "DO4557_normal" 22653902352
"875" "DO4557_tumor" 33643983150
"876" "DO4635_normal" 18746301563
"877" "DO4635_tumor" 32021075613
"878" "DO46813_normal" 21243439634
"879" "DO46813_tumor" 32201872261
"880" "DO4695_normal" 18142000303
"881" "DO4695_tumor" 31590879943
"882" "DO4719_normal" 19405948169
"883" "DO4719_tumor" 31506183306
"884" "DO472_normal" 21766630266
"885" "DO472_tumor" 17679223392
"886" "DO47451_normal" 18793951709
"887" "DO47451_tumor" 17873529807
"888" "DO4766_normal" 21102158621
"889" "DO4766_tumor" 31752458478
"890" "DO47737_normal" 15555267779
"891" "DO47737_tumor" 40778772828
"892" "DO47747_normal" 23194628204
"893" "DO47747_tumor" 32128236910
"894" "DO47753_normal" 27090662947
"895" "DO47753_tumor" 42753930748
"896" "DO47785_normal" 24685740921
"897" "DO47785_tumor" 36155089580
"898" "DO477_normal" 21012608835
"899" "DO477_tumor" 17722216179
"900" "DO47817_normal" 21610112307
"901" "DO47817_tumor" 37284616842
"902" "DO47841_normal" 18750270925
"903" "DO47841_tumor" 42009208192
"904" "DO47859_normal" 19516597634
"905" "DO47859_tumor" 34957220943
"906" "DO47863_normal" 18573643075
"907" "DO47863_tumor" 39627565368
"908" "DO47911_normal" 25506404302
"909" "DO47911_tumor" 43495796540
"910" "DO47929_normal" 19943944573
"911" "DO47929_tumor" 34891294872
"912" "DO4796_normal" 19118718071
"913" "DO4796_tumor" 33916119437
"914" "DO47997_normal" 22276857217
"915" "DO47997_tumor" 34369634220
"916" "DO479_normal" 17774744454
"917" "DO479_tumor" 16556461029
"918" "DO48040_normal" 21466310708
"919" "DO48040_tumor" 34122269443
"920" "DO48065_normal" 20198238762
"921" "DO48065_tumor" 43343400296
"922" "DO48084_normal" 20517266753
"923" "DO48084_tumor" 42130309382
"924" "DO48103_normal" 26112281678
"925" "DO48103_tumor" 40765310365
"926" "DO48159_normal" 19194255947
"927" "DO48159_tumor" 16831511967
"928" "DO483_normal" 17415530805
"929" "DO483_tumor" 17873251220
"930" "DO48505_normal" 17383763055
"931" "DO48505_tumor" 41305654457
"932" "DO48518_normal" 18966254034
"933" "DO48518_tumor" 38559063943
"934" "DO48552_normal" 18394681510
"935" "DO48552_tumor" 39071797495
"936" "DO48977_normal" 19268521927
"937" "DO48977_tumor" 32766857204
"938" "DO48987_normal" 16862919032
"939" "DO48987_tumor" 27992690008
"940" "DO48991_normal" 19233891008
"941" "DO48991_tumor" 33073378560
"942" "DO48993_normal" 16931311541
"943" "DO48993_tumor" 31231463544
"944" "DO49001_normal" 17742226610
"945" "DO49001_tumor" 23495043203
"946" "DO49009_normal" 16591825499
"947" "DO49009_tumor" 28827899272
"948" "DO49014_normal" 17835756935
"949" "DO49014_tumor" 29343922738
"950" "DO4963_normal" 22142762086
"951" "DO4963_tumor" 16128139231
"952" "DO49659_normal" 22926222885
"953" "DO49659_tumor" 37828234578
"954" "DO49695_normal" 20538480356
"955" "DO49695_tumor" 43375366589
"956" "DO496_normal" 19325617422
"957" "DO496_tumor" 18843291013
"958" "DO49815_normal" 19142046796
"959" "DO49815_tumor" 34975466836
"960" "DO49880_normal" 19473122741
"961" "DO49880_tumor" 31515296121
"962" "DO498_normal" 20304334213
"963" "DO498_tumor" 29932972483
"964" "DO49948_normal" 15154491857
"965" "DO49948_tumor" 25635903933
"966" "DO49954_normal" 17396548670
"967" "DO49954_tumor" 30570308864
"968" "DO49956_normal" 18075029238
"969" "DO49956_tumor" 30434643982
"970" "DO50090_normal" 22243811405
"971" "DO50090_tumor" 38178588016
"972" "DO5012_normal" 19500686390
"973" "DO5012_tumor" 31251206848
"974" "DO5046_normal" 20005267454
"975" "DO5046_tumor" 33378952758
"976" "DO51592_normal" 19624717715
"977" "DO51592_tumor" 30494049742
"978" "DO51594_normal" 18805252972
"979" "DO51594_tumor" 29870785714
"980" "DO51600_normal" 16448056210
"981" "DO51600_tumor" 24569997441
"982" "DO51731_normal" 13642476421
"983" "DO51731_tumor" 39237109129
"984" "DO5200_normal" 20020860765
"985" "DO5200_tumor" 29593125408
"986" "DO52029_normal" 19964273460
"987" "DO52029_tumor" 19030875086
"988" "DO52171_normal" 21704571785
"989" "DO52171_tumor" 30038521485
"990" "DO52172_normal" 20268478608
"991" "DO52172_tumor" 38083112705
"992" "DO522_normal" 19864634492
"993" "DO522_tumor" 18675429929
"994" "DO52307_normal" 23949989703
"995" "DO52307_tumor" 43486002724
"996" "DO5249_normal" 19925042178
"997" "DO5249_tumor" 31043913873
"998" "DO5312_normal" 16725898163
"999" "DO5312_tumor" 28254895429
"1000" "DO5347_normal" 16759683322
"1001" "DO5347_tumor" 29461671732
"1002" "DO536_normal" 1715533938
"1003" "DO536_tumor" 20828124163
"1004" "DO5375_normal" 20623655492
"1005" "DO5375_tumor" 36306149543
"1006" "DO548_normal" 22869810061
"1007" "DO548_tumor" 33593835938
"1008" "DO555_normal" 15984574768
"1009" "DO555_tumor" 17795670458
"1010" "DO561_normal" 21520325470
"1011" "DO561_tumor" 19095038335
"1012" "DO5626_normal" 21820415465
"1013" "DO5626_tumor" 35606705908
"1014" "DO5661_normal" 18235784488
"1015" "DO5661_tumor" 24421537319
"1016" "DO5696_normal" 24464311971
"1017" "DO5696_tumor" 19496759535
"1018" "DO5745_normal" 16676004323
"1019" "DO5745_tumor" 28199451618
"1020" "DO575_normal" 24279968377
"1021" "DO575_tumor" 23783197715
"1022" "DO5808_normal" 21281699351
"1023" "DO5808_tumor" 28858279372
"1024" "DO6144_normal" 19310735706
"1025" "DO6144_tumor" 34605037827
"1026" "DO6231_normal" 18569803795
"1027" "DO6231_tumor" 29894868383
"1028" "DO6249_normal" 18217058123
"1029" "DO6249_tumor" 31897678488
"1030" "DO6252_normal" 16932012829
"1031" "DO6252_tumor" 27268261234
"1032" "DO6255_normal" 18812547318
"1033" "DO6255_tumor" 25333972278
"1034" "DO6314_normal" 19936012204
"1035" "DO6314_tumor" 30838357385
"1036" "DO6332_normal" 19330836863
"1037" "DO6332_tumor" 31532045873
"1038" "DO639_normal" 19868117508
"1039" "DO639_tumor" 21967161442
"1040" "DO669_normal" 18121954509
"1041" "DO669_tumor" 16801705405
"1042" "DO675_normal" 19703868514
"1043" "DO675_tumor" 21341298144
"1044" "DO689_normal" 19482711220
"1045" "DO689_tumor" 20354213387
"1046" "DO695_normal" 18766221931
"1047" "DO695_tumor" 20090326185
"1048" "DO720_normal" 20280391921
"1049" "DO720_tumor" 17490412642
"1050" "DO7801_normal" 18725413337
"1051" "DO7801_tumor" 40994633179
"1052" "DO7822_normal" 21181587788
"1053" "DO7822_tumor" 16290130516
"1054" "DO7831_normal" 16336979587
"1055" "DO7831_tumor" 16902383409
"1056" "DO7858_normal" 22230806119
"1057" "DO7858_tumor" 17884268817
"1058" "DO7934_normal" 19357556196
"1059" "DO7934_tumor" 28235181098
"1060" "DO7990_normal" 20888106979
"1061" "DO7990_tumor" 21404924158
"1062" "DO8004_normal" 20101137414
"1063" "DO8004_tumor" 24709937691
"1064" "DO8047_normal" 15425181912
"1065" "DO8047_tumor" 23840041228
"1066" "DO804_normal" 20366832120
"1067" "DO804_tumor" 23706558616
"1068" "DO822_normal" 23446749200
"1069" "DO822_tumor" 19225804522
"1070" "DO8264_normal" 19541610104
"1071" "DO8264_tumor" 36637102418
"1072" "DO828_normal" 19647471331
"1073" "DO828_tumor" 21844859700
"1074" "DO8360_normal" 20082189980
"1075" "DO8360_tumor" 40813165622
"1076" "DO8447_normal" 18740345873
"1077" "DO8447_tumor" 37548971658
"1078" "DO856_normal" 18328317348
"1079" "DO856_tumor" 20341804231
"1080" "DO8658_normal" 15898599371
"1081" "DO8658_tumor" 17414009533
"1082" "DO8730_normal" 18042877000
"1083" "DO8730_tumor" 34392906783
"1084" "DO8842_normal" 19807185546
"1085" "DO8842_tumor" 33134557544
"1086" "DO8858_normal" 16425430772
"1087" "DO8858_tumor" 18513172782
"1088" "DO8898_normal" 16307847273
"1089" "DO8898_tumor" 35971306059
"1090" "DO9034_normal" 15711633615
"1091" "DO9034_tumor" 23848290050
"1092" "DO9042_normal" 19239454478
"1093" "DO9042_tumor" 21676833822
"1094" "DO9074_normal" 18250266902
"1095" "DO9074_tumor" 26209515911
"1096" "DO9106_normal" 18285845689
"1097" "DO9106_tumor" 19600370718
"1098" "DO9226_normal" 18782791210
"1099" "DO9226_tumor" 18720458978
"1100" "DO9700_normal" 15898039275
"1101" "DO9700_tumor" 23610076727
"1102" "DO9708_normal" 19843767399
"1103" "DO9708_tumor" 39002522620
"1104" "DO9732_normal" 14735415468
"1105" "DO9732_tumor" 23463591286
"1106" "DO9788_normal" 19637399531
"1107" "DO9788_tumor" 24891749807
"1108" "DO9876_normal" 17102469752
"1109" "DO9876_tumor" 36469410754
"1110" "DO9940_normal" 16044688681
"1111" "DO9940_tumor" 20695674644
